VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
1870,2397,Keya Sankar,35,F,False
1871,2399,Lopa Ahuja,76,M,False
1872,2400,Arjun Saha,79,F,False
1873,2401,Robert Pal,74,M,False
1874,2402,Zaitra Prasad,75,F,False
1875,2402,Om Kohli,50,F,False
1876,2403,Faris Kumar,19,M,False
1877,2404,Pratyush Batta,12,F,False
1878,2404,Liam Choudhry,63,M,False
1879,2405,Vansha Kari,20,F,False
1880,2406,Max Khatri,33,M,False
1881,2407,Aarini Kade,50,F,False
1882,2409,Anita Vaidya,65,F,False
1883,2410,Zehaan Mani,45,M,False
1884,2411,Aahana Parikh,45,M,False
1885,2415,Damini Kalita,6,M,False
1886,2418,Amrita Dugar,32,M,False
1887,2420,Bina Balan,27,M,False
1888,2420,Frado Kumar,32,F,False
1889,2421,Ekansh Mukherjee,39,M,False
1890,2423,Dipta Sanghvi,13,M,False
1891,2424,Ekaja Toor,6,F,False
1892,2427,Maanas Dalal,29,M,False
1893,2427,Vritti Walla,27,M,False
1894,2428,Omaja Jani,32,M,False
1895,2428,Ekani Pillay,25,M,False
1896,2430,Charan Sami,65,M,False
1897,2431,Sudiksha Jhaveri,30,M,False
1898,2432,Ekalinga Bhasin,9,M,False
1899,2433,Ekiya Hayer,80,M,False
1900,2436,Nirja Merchant,68,F,False
1901,2437,Niharika Shenoy,20,F,False
1902,2438,Ekbal Randhawa,50,M,False
1903,2441,Mohammed Bhakta,30,F,False
1904,2443,Ekansh Khatri,28,M,False
1905,2444,Nilima Choudhary,21,M,False
1906,2450,Gautami Kothari,18,M,False
1907,2451,Hredhaan Madan,64,M,False
1908,2452,Caleb Krishnamurthy,23,F,False
1909,2453,Ekiya Varma,64,F,False
1910,2454,Harinakshi Puri,74,M,False
1911,2460,Harish Rao,40,F,False
1912,2461,Lekha Kumar,23,M,False
1913,2462,Balhaar Vasa,14,F,False
1914,2463,Rachita Rajagopal,50,M,False
1915,2464,Nihal Dewan,35,M,False
1916,2465,Krish Varkey,48,F,False
1917,2466,Tanay Mall,22,M,False
1918,2469,Raghav Mandal,34,M,False
1919,2470,Shravya Golla,46,M,False
1920,2471,Rachit Chander,54,M,False
1921,2471,Baghyawati Vora,22,M,False
1922,2472,Vrinda Tiwari,79,F,False
1923,2472,Patrick Babu,49,F,False
1924,2473,Wyatt De,10,F,False
1925,2476,Gagan Mand,27,M,False
1926,2477,Anmol Basu,31,F,False
1927,2479,Anjali Dugar,38,F,False
1928,2480,Chaitanya Pai,44,M,False
1929,2481,Aahana Jha,53,F,False
1930,2483,Aarav Singhal,44,M,False
1931,2483,Falan Gopal,10,F,False
1932,2484,Widisha Mahajan,65,M,False
1933,2486,Urvi Chander,53,F,False
1934,2489,Madhavi Dhillon,43,M,False
1935,2490,Yachana Chokshi,48,M,False
1936,2491,Jalsa Misra,69,M,False
1937,2491,Urvi Chakraborty,16,M,False
1938,2492,Henry Kala,63,F,False
1939,2492,Mahika Upadhyay,15,M,False
1940,2493,Bhavna Borra,37,F,False
1941,2494,Kavya Bhatnagar,24,T,False
1942,2496,Manbir Goel,43,F,False
1943,2497,Charita Sundaram,65,F,False
1944,2498,Matthew Venkatesh,51,F,False
1945,2500,Vyanjana Lad,31,F,False
1946,2501,Rishi Rajagopalan,18,M,False
1947,2503,Aadi Golla,40,F,False
1948,2504,Ekantika Gala,18,M,False
1949,2504,Bimala Anand,16,F,False
1950,2505,Isha Sur,11,M,False
1951,2506,Reva Misra,60,F,False
1952,2507,Shravya Mistry,63,M,False
1953,2508,Adweta Lalla,58,F,False
1954,2508,Dhruv Saran,50,F,False
1955,2509,Nakul Buch,20,M,False
1956,2510,Banjeet Balakrishnan,43,M,False
1957,2513,Kamya Hayer,26,F,False
1958,2515,Rajeshri Rajan,63,F,False
1959,2515,Avi Tata,73,M,False
1960,2516,Vihaan Gopal,51,M,False
1961,2518,Xalak Dara,38,F,False
1962,2518,Tara Sathe,38,F,False
1963,2520,Ikshita Butala,24,M,False
1964,2523,Tanveer Bandi,34,F,False
1965,2523,Advika Thaker,7,M,False
1966,2524,Pavani Nayar,58,F,False
1967,2525,Yagnesh Narain,70,F,False
1968,2526,Falguni Walia,74,F,False
1969,2527,Hema Sundaram,80,F,False
1970,2527,Jagvi Sodhi,42,F,False
1971,2528,Jackson Ravi,11,F,False
1972,2528,Akshay Virk,59,M,False
1973,2529,Chakradev Basak,47,F,False
1974,2530,Nidra Barad,33,M,False
1975,2530,Dayita Morar,70,F,False
1976,2533,Ishanvi Kakar,53,M,False
1977,2535,Ikbal Gole,64,M,False
1978,2536,Lekha Dube,62,M,False
1979,2541,Ishwar Kanda,77,M,False
1980,2542,Oscar Soman,33,F,False
1981,2544,Mohammed Nanda,41,F,False
1982,2545,Sarthak Walla,76,F,False
1983,2547,Matthew Raman,57,M,False
1984,2549,Reva Manne,66,M,False
1985,2550,Chaitaly Dora,65,F,False
1986,2550,Amrita Hari,64,M,False
1987,2551,Rachit Balay,6,M,False
1988,2553,Yauvani Babu,24,F,False
1989,2555,Wridesh Sule,13,M,False
1990,2559,Irya Gour,14,M,False
1991,2559,Meghana Sahota,41,F,False
1992,2562,Waida Mangal,19,M,False
1993,2563,Owen Dua,54,F,False
1994,2568,Nidra Balasubramanian,8,F,False
1995,2569,Kalpit Raju,54,F,False
1996,2570,Devansh Soman,58,F,False
1997,2571,Imaran Pathak,42,M,False
1998,2571,Ethan Apte,5,M,False
1999,2572,Janaki Gopal,5,M,False
2000,2573,Guneet Bhagat,24,M,False
2001,2574,Urishilla Chada,25,M,False
2002,2574,Geetika Handa,59,F,False
2003,2576,Ria Kalla,72,M,False
2004,2578,Ayush Ram,56,F,False
2005,2579,Suhani Gaba,70,F,False
2006,2580,Azaan Bhatt,35,F,False
2007,2584,Hamsini Dixit,67,F,False
2008,2585,Rachita Madan,10,M,False
2009,2585,Aditya Sani,50,F,False
2010,2586,Chakradev Sule,43,M,False
2011,2586,Ekani Sethi,6,M,True
2012,2587,Upasna Kothari,27,M,False
2013,2588,Aayush Kala,50,F,False
2014,2589,Ansh Narang,29,M,False
2015,2590,Sanya Dua,40,M,False
2016,2592,Peter Sura,56,F,False
2017,2595,Pushti Dasgupta,55,F,False
2018,2598,Dominic Mani,77,M,False
2019,2599,Chakrika Gopal,26,M,False
2020,2600,Frederick Khatri,11,F,False
2021,2600,Hemang Chaudry,71,F,False
2022,2601,Bhavya Chawla,20,F,False
2023,2601,Siddharth Dewan,27,M,False
2024,2602,Varsha Arora,12,F,False
2025,2602,Ria Venkataraman,26,F,False
2026,2604,Yatin Zachariah,67,F,False
2027,2606,Vinaya Aurora,27,F,False
2028,2606,Ekani Kaul,40,M,False
2029,2607,Yasti Bala,53,M,False
2030,2607,Vincent Varughese,11,M,False
2031,2608,Yutika Sunder,59,F,False
2032,2610,Harish Biswas,20,F,False
2033,2611,Aadhya Bhandari,40,F,False
2034,2612,Chakradev Sood,11,M,False
2035,2614,Kai Bajwa,18,F,False
2036,2619,Anita Sant,50,M,False
2037,2621,Onkar Patel,24,M,False
2038,2622,Fiyaz Hans,42,F,False
2039,2622,Upma Narula,74,M,False
2040,2623,Jhalak Narayan,6,F,False
2041,2625,Urmi Bhardwaj,74,M,False
2042,2627,Anmol Ahluwalia,63,F,False
2043,2628,Vansha Sahota,60,F,False
2044,2630,Ranveer Patla,57,M,False
2045,2631,Eiravati Dada,71,F,False
2046,2632,Indrajit Magar,42,M,False
2047,2633,Jagvi Pillay,24,F,False
2048,2635,Harita Kale,70,M,False
2049,2638,Ronith Patel,66,M,False
2050,2639,Bhavna Bhattacharyya,33,M,False
2051,2639,Lopa Hans,37,F,False
2052,2641,Sathvik Bera,9,F,False
2053,2642,Vincent Gokhale,63,F,False
2054,2643,Jacob Dalal,38,F,False
2055,2645,Sarthak Subramaniam,14,M,False
2056,2646,Yagnesh Andra,48,M,False
2057,2646,Saumya Soman,49,F,False
2058,2650,Harish Nadig,57,M,False
2059,2653,Kala Kadakia,57,F,False
2060,2654,Anvi Halder,71,M,False
2061,2655,Fiyaz Ahluwalia,64,M,False
2062,2656,Pooja Rau,64,M,False
2063,2658,Niharika Bhardwaj,33,F,False
2064,2659,Mason Nadig,38,M,False
2065,2660,Dakshesh Ram,67,M,False
2066,2662,Christopher Pillay,23,F,False
2067,2663,Vyanjana Raj,10,M,False
2068,2664,Caleb Bhattacharyya,49,M,False
2069,2665,Sachi Bassi,53,F,False
2070,2668,Akshay Buch,46,F,False
2071,2668,Ijaya Choudhry,41,F,False
2072,2669,Janani Shan,77,M,False
2073,2670,Viraj Mistry,24,F,False
2074,2671,Pahal Sheth,77,M,False
2075,2673,Oeshi Char,70,M,False
2076,2675,Eesha Dasgupta,41,M,False
2077,2678,Widisha Chatterjee,36,M,False
2078,2679,Brinda Varma,71,F,False
2079,2679,Wridesh Kashyap,30,F,False
2080,2681,Bhavani Mandal,74,M,False
2081,2682,Vrinda Wagle,70,F,False
2082,2685,Logan Yadav,57,M,False
2083,2688,Priya Kala,27,M,False
2084,2689,Charan Peri,32,M,False
2085,2690,Chameli Chadha,70,M,False
2086,2691,Frado Mohan,62,F,False
2087,2692,Hritik Walla,9,M,False
2088,2694,Arjun Mukherjee,65,M,False
2089,2695,Michael Ramachandran,78,F,False
2090,2695,Naveen Shetty,5,M,False
2091,2697,Ucchal Tata,54,F,False
2092,2698,Triveni Wable,37,F,False
2093,2698,Yashasvi Bir,38,M,False
2094,2700,Teerth Dasgupta,5,F,False
2095,2702,Yamini Balan,42,M,False
2096,2702,Pahal Sachdeva,24,F,False
2097,2703,Gaurika Khosla,69,M,False
2098,2704,Ekaja Sur,65,F,False
2099,2705,Hamsini Rama,73,M,False
2100,2706,Azad Wable,18,M,False
2101,2707,Riya Sen,50,M,False
2102,2708,Hemal Dass,11,M,False
2103,2709,Osha Sodhi,73,M,False
2104,2711,Krishna Jain,76,F,False
2105,2712,Kashish Tank,9,M,False
2106,2714,Balhaar Saraf,59,M,False
2107,2715,Manya Parekh,54,M,False
2108,2720,Dayita Mohan,47,F,False
2109,2722,Nisha Aurora,27,T,False
2110,2723,Abha Boase,31,M,False
2111,2724,Krish Talwar,51,F,False
2112,2725,Tanmayi Vohra,46,F,False
2113,2726,Nimrat Seshadri,31,M,False
2114,2727,Yug Bhatti,46,F,False
2115,2727,Aashi Deep,20,F,False
2116,2728,Hema Patla,17,F,False
2117,2729,Bhavini Jayaraman,55,M,False
2118,2730,Ekantika Sengupta,61,M,False
2119,2731,Ethan Chaudhuri,23,F,False
2120,2732,Kala Bala,76,F,False
2121,2732,Aryan Prabhakar,42,M,False
2122,2733,Michael Aggarwal,22,M,False
2123,2733,Charles Kumer,14,F,False
2124,2734,Nicholas Halder,75,M,False
2125,2735,Hritik Kapur,12,M,False
2126,2738,Onveer Tara,22,F,False
2127,2740,Edhitha Hayer,80,F,False
2128,2741,Ishwar Prashad,49,F,False
2129,2741,Diya Rajagopalan,20,F,False
2130,2742,Odika Wable,10,M,False
2131,2743,Isha Cheema,30,F,False
2132,2744,Wahab Magar,72,M,False
2133,2745,Tanvi Hans,5,M,False
2134,2746,Max Khurana,24,F,False
2135,2747,Thomas Arora,80,F,False
2136,2747,Samar Minhas,62,F,False
2137,2750,Hemang Mane,29,F,False
2138,2750,Saanvi Bali,59,F,False
2139,2754,Lavanya Sehgal,41,F,False
2140,2755,Tarak Cherian,22,F,False
2141,2756,Hitesh Vala,69,F,False
2142,2758,Nachiket Talwar,33,M,False
2143,2759,Vansha Shukla,21,M,False
2144,2760,Ati Apte,51,T,False
2145,2760,Varsha Sundaram,68,M,False
2146,2761,Zinal Sachdev,30,F,False
2147,2761,Sara Palan,24,F,False
2148,2762,Anamika Pal,9,F,False
2149,2764,Kamala Lalla,71,M,True
2150,2764,Arunima Kunda,5,F,False
2151,2766,Ojas Nagarajan,7,F,False
2152,2768,Aashi Nanda,42,M,False
2153,2769,Idika Vig,76,M,False
2154,2773,Patrick Doctor,9,F,False
2155,2776,Zilmil Doshi,56,F,False
2156,2777,Hitesh Bhandari,5,F,False
2157,2780,Yasti Balan,64,T,False
2158,2780,Yashasvi Mangat,31,F,False
2159,2785,Karan Kala,12,M,False
2160,2786,Yash Dey,34,M,False
2161,2788,Devansh Kar,33,F,False
2162,2789,Devika Ahluwalia,9,F,False
2163,2789,Aradhana Rama,59,F,False
2164,2790,Naksh Bansal,36,M,False
2165,2793,Samaksh Bhakta,58,F,True
2166,2794,Oeshi Nazareth,72,F,False
2167,2795,Ekaja Thaman,67,M,False
2168,2796,Mahika Patil,30,F,False
2169,2797,Bhavna Edwin,65,M,False
2170,2798,Henry Vig,49,F,False
2171,2798,Nidra Babu,25,F,False
2172,2800,Hiral Sandal,8,F,False
2173,2801,Ayushman Karan,18,M,False
2174,2802,Geetika Kamdar,78,F,False
2175,2802,Chaman Patla,37,F,False
2176,2803,Inaya Mody,7,M,False
2177,2804,Dakshesh Vig,78,F,False
2178,2806,Samaksh Buch,74,M,False
2179,2807,Saumya Bansal,63,F,False
2180,2809,Champak Lal,33,M,False
2181,2810,Zashil Khare,34,M,False
2182,2812,Raagini Soman,42,M,False
2183,2812,Neelima Dhar,14,M,False
2184,2813,Aryan Sarin,64,M,False
2185,2814,Nihal Purohit,15,F,False
2186,2815,Oliver Lalla,45,M,False
2187,2817,Gabriel Chauhan,23,F,False
2188,2818,Priya Khosla,80,F,False
2189,2819,Ekalinga Kamdar,23,F,False
2190,2821,Omisha Mody,40,M,False
2191,2821,Rishi Bhatt,30,F,False
2192,2822,Anirudh Atwal,43,F,False
2193,2822,Udant Hayer,10,M,False
2194,2824,Rachana Bhatti,64,M,False
2195,2825,Farhan Lala,71,M,False
2196,2828,Januja Pai,15,F,False
2197,2830,Mohammed Vaidya,80,M,False
2198,2830,Dayita Atwal,37,M,False
2199,2831,Vasana Yadav,31,M,False
2200,2832,Udant Bhardwaj,55,F,False
2201,2833,Xavier Ghosh,32,F,False
2202,2833,Reva Ganesh,13,M,False
2203,2834,Lopa Tara,59,M,False
2204,2837,Siya Sharaf,17,M,False
2205,2837,Aryan Sagar,33,M,False
2206,2840,Aradhana Nori,62,F,False
2207,2841,Indali Ramakrishnan,22,F,False
2208,2842,Mitali Chopra,17,M,False
2209,2843,Udant Trivedi,63,F,False
2210,2845,Bachittar Ganesan,74,M,False
2211,2846,Ekaja Soman,36,F,False
2212,2848,Ridhi Radhakrishnan,41,M,False
2213,2849,Yashvi Chad,66,F,False
2214,2850,Pranit Sahni,55,M,False
2215,2851,Hritik Mann,58,M,True
2216,2851,Reyansh Saini,44,M,False
2217,2852,Bishakha Menon,18,M,False
2218,2852,Ekaraj Gade,33,F,False
2219,2853,Shaurya Saini,66,F,False
2220,2853,Sanya Vyas,5,F,False
2221,2855,Tejas Sidhu,38,F,False
2222,2855,Oviya Sinha,15,M,False
2223,2860,Matthew Srinivasan,38,M,False
2224,2861,Gautam Korpal,61,F,False
2225,2866,Mekhala Peri,68,M,False
2226,2867,Bhavna Chauhan,51,M,False
2227,2868,Arjun Gaba,13,F,False
2228,2870,Tanmayi Narain,49,F,False
2229,2871,Upkaar Khare,9,F,False
2230,2872,Ekani Sem,8,F,False
2231,2872,Kritika Chacko,21,F,False
2232,2875,Suhani Ghose,69,F,False
2233,2876,Pranit Oza,30,M,False
2234,2877,Elijah Konda,31,T,False
2235,2879,Ria Dugal,60,M,False
2236,2883,Theodore Karnik,76,F,False
2237,2884,Rachit Wagle,61,F,False
2238,2888,Mugdha Batta,21,M,False
2239,2889,Amruta Arya,68,F,False
2240,2891,Anvi Sule,28,F,False
2241,2891,Ayush Suresh,73,M,False
2242,2892,Pranav Chana,46,M,False
2243,2893,Chaman Divan,75,M,False
2244,2894,Jack Barad,61,F,False
2245,2895,Elijah Kumer,27,F,False
2246,2895,Jacob Baral,14,F,False
2247,2896,Kamala Sha,7,F,False
2248,2897,Teerth Subramanian,69,F,True
2249,2897,Neelima Murty,53,M,False
2250,2900,Harita Buch,28,F,False
2251,2901,Lipika Kar,15,M,False
2252,2901,Ayush Bera,49,F,False
2253,2902,Chasmum Modi,65,M,False
2254,2902,Darpan Rao,76,F,False
2255,2903,Kabir Chada,27,F,False
2256,2907,Naveen Krish,42,T,False
2257,2908,Indali Chatterjee,24,F,False
2258,2908,Tristan Dhaliwal,45,M,False
2259,2910,Indali Chacko,6,M,False
2260,2910,Adya Iyengar,78,F,False
2261,2914,Udant Chaudry,17,F,False
2262,2915,Harita Gopal,45,F,False
2263,2916,Ekalinga Sood,18,F,False
2264,2917,Eta Amble,22,M,False
2265,2918,Zarna Misra,50,M,False
2266,2920,Dayamai Chokshi,59,F,False
2267,2920,Panini Pandit,19,F,False
2268,2922,Saanvi Suri,25,T,False
2269,2923,Rehaan Balakrishnan,47,M,False
2270,2925,Sneha Dayal,25,F,False
2271,2927,Mitesh Ranganathan,36,M,False
2272,2928,Isaiah Peri,68,M,False
2273,2928,Ekapad Pall,48,F,False
2274,2930,Amruta Naik,48,F,False
2275,2931,Tamanna Dixit,72,F,False
2276,2932,Nimrat Chadha,7,F,False
2277,2934,Chaitanya Ghosh,36,F,False
2278,2935,Ansh Bhalla,41,M,False
2279,2935,Ishani Shan,62,F,False
2280,2936,Amrita Samra,45,M,False
2281,2937,Bhavika Sule,10,F,False
2282,2940,Faris Tiwari,22,M,False
2283,2940,Aishani Desai,48,M,False
2284,2941,Jagvi Parikh,76,M,False
2285,2943,Charan Bhagat,59,M,False
2286,2943,Hemal Pandey,19,M,False
2287,2945,Simon Hayre,8,F,False
2288,2946,Rayaan Koshy,79,M,False
2289,2948,Zayyan Jha,66,F,False
2290,2950,Ekani Hari,57,M,False
2291,2954,Ijaya Mohanty,47,F,False
2292,2954,Onveer Keer,55,F,True
2293,2957,Anusha Johal,51,M,False
2294,2959,Warhi Barad,51,M,False
2295,2959,Ganga Dora,39,M,False
2296,2962,Aayush Lata,20,M,False
2297,2963,Gaurika Pau,51,M,False
2298,2965,Aarush Sharma,6,M,False
2299,2965,Nidra Rama,73,M,False
2300,2966,Gauri Sachar,44,F,False
2301,2968,Wyatt Oak,62,M,False
2302,2970,Vihaan Deep,28,F,False
2303,2971,Viraj Nayak,23,M,False
2304,2972,Suhani Shanker,55,F,False
2305,2974,Nihal Sama,70,M,False
2306,2975,Qabil Mital,55,M,False
2307,2975,Yadavi Dugal,60,F,False
2308,2976,Patrick Gade,26,F,False
2309,2977,Mohammed Krishnamurthy,67,M,False
2310,2978,Hema Kaur,17,F,False
2311,2979,Yashoda Goyal,27,M,False
2312,2981,Tanmayi Mane,70,F,False
2313,2982,Liam Shanker,44,M,False
2314,2984,Chandran Munshi,57,F,False
2315,2984,Chasmum Sule,25,M,False
2316,2988,Viraj Bansal,27,M,False
2317,2989,Kamya Ramanathan,72,F,False
2318,2990,David Sarna,67,F,False
2319,2990,Rehaan Bora,20,M,False
2320,2991,Ethan Bhargava,69,F,False
2321,2993,Edhitha Barad,46,M,False
2322,2995,Nachiket Bhattacharyya,44,M,False
2323,2997,Aachal Tara,13,M,False
2324,2998,Falan Grover,63,F,False
2325,2998,Abhimanyu Sarna,77,M,False
2326,3000,Nitesh Seth,63,M,False
2327,3002,Baljiwan Natt,15,F,False
2328,3003,Zansi Kaur,50,F,False
2329,3003,Tamanna Shanker,57,M,False
2330,3004,Rayaan Chatterjee,50,F,False
2331,3005,Lila Gade,53,M,False
2332,3006,Dalbir Sahota,21,M,False
2333,3007,Samuel Kamdar,8,M,False
2334,3007,Chaitanya Raman,49,F,False
2335,3008,Balhaar Nori,22,M,False
2336,3008,Chatresh Kamdar,10,M,False
2337,3010,Chanakya Prabhu,62,M,False
2338,3014,Samar Nair,58,F,False
2339,3015,Aarav Vasa,14,M,False
2340,3018,Udant Mani,6,F,False
2341,3019,Pranit Virk,52,M,False
2342,3020,Teerth Handa,35,M,False
2343,3020,Anvi Pandey,60,M,False
2344,3022,Henry Wadhwa,14,F,False
2345,3023,Hema Dugar,41,M,False
2346,3024,Nilima Basu,8,F,False
2347,3025,Oviya Patel,11,M,False
2348,3028,Watika Varty,63,M,False
2349,3029,Zayan Palan,27,F,False
2350,3029,Gagan Trivedi,56,M,False
2351,3032,Darpan Kannan,27,M,False
2352,3033,Ishani Chander,28,F,False
2353,3033,Udarsh Doctor,6,M,False
2354,3036,Damini Bal,5,F,False
2355,3037,Urvi Sridhar,72,F,False
2356,3039,Krisha Srinivas,35,M,False
2357,3039,Lipika Gola,66,M,False
2358,3042,Upadhriti Rajan,73,F,False
2359,3043,Unnati Khatri,5,M,False
2360,3044,Nachiket Lad,14,F,False
2361,3045,Udyati Chawla,76,M,False
2362,3046,Niharika Das,36,F,False
2363,3047,Dev Manne,11,M,False
2364,3048,Varsha Ramaswamy,53,M,False
2365,3048,Faqid Thakkar,17,F,False
2366,3049,Zilmil Parmer,28,F,False
2367,3049,Lohit Nath,73,F,False
2368,3050,Harita Luthra,59,M,False
2369,3051,Gauri Chad,59,F,False
2370,3051,George Agarwal,66,M,False
2371,3055,Ishita Sen,70,M,False
2372,3055,Brijesh Kaul,11,F,False
2373,3058,Azaan Raval,27,F,True
2374,3059,Anvi Dey,67,F,False
2375,3060,Simon Om,31,M,False
2376,3061,Tanveer Vaidya,76,M,False
2377,3061,Yashasvi Handa,58,M,False
2378,3062,Lipika Varghese,66,M,False
2379,3062,Wazir Barad,42,F,False
2380,3064,Harsh Chokshi,48,M,False
2381,3065,Wahab Raghavan,52,F,False
2382,3068,Bahadurjit Dada,77,F,False
2383,3070,Shivansh Gaba,75,F,False
2384,3072,Brijesh Lal,15,M,False
2385,3073,Ekta Sule,65,F,False
2386,3074,Jyoti Rout,17,F,False
2387,3075,Harrison Kibe,59,M,False
2388,3076,Abhiram Mane,20,M,False
2389,3077,Sanaya Bhat,77,F,False
2390,3079,Lipika Sachar,65,M,False
2391,3081,Damyanti Manda,21,M,False
2392,3083,Unni Mangat,40,F,False
2393,3084,Oliver Samra,11,F,False
2394,3089,Baghyawati Samra,37,F,False
2395,3090,Vanya Som,71,M,False
2396,3091,Neha Sarin,8,M,False
2397,3092,Oliver Sekhon,21,F,False
2398,3094,Daksha Kata,8,F,False
2399,3094,Isaac Ray,42,F,False
2400,3096,Wriddhish Bhasin,62,M,False
2401,3098,Ekansh Tank,62,M,False
2402,3099,Onkar Majumdar,46,F,False
2403,3099,Vihaan Sathe,30,F,False
2404,3100,Ekansh Vora,33,M,False
2405,3104,Hemang Dora,75,T,False
2406,3107,Ekani Dugal,11,M,False
2407,3108,Qasim Datta,38,M,False
2408,3109,Tanvi Edwin,44,M,False
2409,3113,Anjali Panchal,47,F,False
2410,3114,Vyanjana Raval,14,M,False
2411,3115,Jagdish Shukla,40,T,False
2412,3116,Faris Madan,37,F,False
2413,3118,Bachittar Butala,56,F,False
2414,3118,Manya Sinha,27,F,False
2415,3119,Januja Gala,50,M,False
2416,3119,Shivansh Shroff,32,M,False
2417,3120,Rachit Lalla,57,M,False
2418,3121,Ekta Mukhopadhyay,45,F,False
2419,3122,Urvashi Rai,70,F,False
2420,3124,Om Khanna,52,M,False
2421,3126,Pranav Brahmbhatt,51,F,False
2422,3128,Zinal Keer,56,F,False
2423,3130,Kala Sahni,15,M,False
2424,3130,William Behl,26,M,False
2425,3131,Amol Mand,19,F,False
2426,3132,Patrick Tara,18,F,False
2427,3132,Parth Dhawan,34,M,False
2428,3134,Urishilla Ghosh,44,F,False
2429,3135,David Lall,36,M,False
2430,3137,Aashi Deshpande,8,M,False
2431,3138,Divya Pall,52,F,False
2432,3140,Pavani Sandhu,42,F,False
2433,3141,Simon Desai,8,F,False
2434,3142,Dev Radhakrishnan,79,F,False
2435,3144,Ronith Krishnamurthy,18,F,False
2436,3145,Upadhriti Singh,36,M,False
2437,3147,Sudiksha Narain,6,M,False
2438,3149,Ria Brahmbhatt,35,M,False
2439,3149,Lajita Karpe,28,F,False
2440,3150,Lohit Din,9,M,False
2441,3151,Jagat Sahni,10,F,False
2442,3152,Chasmum Nagy,63,F,False
2443,3154,Anjali Khosla,55,F,False
2444,3156,Faras Ghosh,56,M,False
2445,3157,Omkaar Hayre,53,M,False
2446,3159,Utkarsh Shukla,62,M,False
2447,3159,Kritika Sood,7,F,False
2448,3162,Janya Chokshi,16,F,False
2449,3165,Triya Dora,64,F,False
2450,3166,Nathan Bobal,40,M,False
2451,3166,Zayyan Mukherjee,27,F,False
2452,3167,Luke Patel,41,F,False
2453,3169,Irya Chaudhari,76,T,False
2454,3170,Benjamin Magar,76,M,False
2455,3171,Ayush Agrawal,59,T,False
2456,3173,Barkha Mander,72,F,False
2457,3174,Bina Iyengar,77,M,False
2458,3175,Jasmit Kibe,36,M,False
2459,3175,Jagat Sundaram,26,F,False
2460,3177,Ishaan Chad,52,M,False
2461,3178,Dayita Madan,30,F,False
2462,3179,Damini Badal,19,F,False
2463,3181,Thomas Kala,41,F,False
2464,3182,Onveer Keer,44,F,False
2465,3183,Dayita Mitter,55,F,False
2466,3184,Ranbir Desai,64,M,False
2467,3186,Orinder Om,75,M,False
2468,3187,Daksh Tak,40,M,False
2469,3190,Daksha Mishra,33,F,False
2470,3191,Widisha Sarkar,55,M,False
2471,3192,Geetika Bhavsar,14,M,False
2472,3194,Yamini Prabhu,8,F,False
2473,3196,Waida Radhakrishnan,53,F,False
2474,3197,Divya Chatterjee,53,T,False
2475,3200,Atharv Char,43,F,False
2476,3201,Zinal Johal,79,M,False
2477,3203,Ekta Narasimhan,46,M,False
2478,3206,Janya Yohannan,18,F,False
2479,3206,Vedhika Sheth,57,F,False
2480,3207,Ayush Saran,20,M,False
2481,3207,Pranav Tank,67,M,False
2482,3212,Rehaan Gera,26,F,False
2483,3214,Nitesh Deol,79,M,False
2484,3216,Udant Kapoor,9,F,False
2485,3216,Idika Verma,51,M,False
2486,3217,Jhalak Mani,21,M,False
2487,3218,Hitesh Deo,73,M,False
2488,3218,Advaith Shankar,18,M,False
2489,3221,Manan Bhakta,66,M,False
2490,3221,Vrishti Krishna,70,M,False
2491,3222,Aarna Mody,23,M,False
2492,3223,Ladli Nadkarni,19,M,False
2493,3223,Veer Bakshi,67,F,False
2494,3224,Udarsh Sarkar,24,F,False
2495,3226,Vaishnavi Devan,13,F,False
2496,3227,Warinder Edwin,47,F,False
2497,3228,Triveni Pau,57,M,False
2498,3230,Krishna Agate,75,F,False
2499,3230,Aadhya Gupta,68,F,False
2500,3231,Tanveer Goyal,70,F,False
2501,3233,Jagat Deshmukh,47,M,False
2502,3234,Baljiwan Sastry,20,F,False
2503,3237,Warjas Madan,44,M,False
2504,3239,Liam Verma,10,F,False
2505,3240,Owen Palla,80,M,False
2506,3244,Ethan Tailor,16,F,False
2507,3244,Ria Arora,69,M,False
2508,3247,Qasim Chanda,28,M,False
2509,3248,Darsh Vohra,66,M,False
2510,3249,Abha Deol,69,F,False
2511,3250,Vansha Narain,33,M,False
2512,3251,Netra Sarna,16,F,False
2513,3252,Abhiram Din,47,F,False
2514,3253,Faraj Kant,67,M,False
2515,3255,Balveer Bobal,5,F,False
2516,3255,Tanmayi Brahmbhatt,5,F,False
2517,3257,Sara Pai,74,F,False
2518,3258,Saanvi Singhal,60,M,False
2519,3258,Charan Agarwal,9,F,False
2520,3259,Abhiram Purohit,69,M,False
2521,3260,Kevin Dada,5,M,False
2522,3261,Lavanya Sheth,13,F,False
2523,3261,Zarna Sood,78,F,False
2524,3262,Praneel Doctor,73,F,False
2525,3263,Madhav Chopra,18,M,True
2526,3266,Utkarsh D’Alia,50,M,False
2527,3267,Gautam Jhaveri,13,F,False
2528,3268,Chandani Sankaran,36,F,False
2529,3271,Hemangini Hora,57,M,False
2530,3272,Xalak Mody,11,F,False
2531,3272,Priya Mody,28,M,False
