AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
5674,2315,Abhiram Singh,41,M,A3
5675,2316,Logan Karpe,21,M,A1
5676,2316,Jagat Om,29,M,A2
5677,2316,Amara Deol,45,F,A3
5678,2316,Tara Rajagopal,47,F,A4
5679,2317,Xavier Narain,24,M,A1
5680,2317,Frederick Chahal,22,M,A2
5681,2317,Chaitanya Tella,21,M,A3
5682,2318,Orinder Memon,41,M,A1
5683,2318,Zashil Palla,40,M,A2
5684,2318,Naveen Ravi,31,M,A3
5685,2319,Anjali Sekhon,19,F,A1
5686,2320,Noah Borra,29,M,A1
5687,2320,Frederick Narayanan,35,M,A2
5688,2320,Shaurya Shankar,37,M,A3
5689,2321,Wriddhish Gill,24,M,A1
5690,2321,Tanish Narang,26,M,A2
5691,2321,Henry Ranganathan,37,M,A3
5692,2321,Joshua Bera,47,M,A4
5693,2322,Anirudh Sarma,44,M,A1
5694,2322,Ayushman Lala,33,M,A2
5695,2322,Onveer Butala,25,M,A3
5696,2322,Samuel Joshi,25,M,A4
5697,2323,Upadhriti Dutta,22,F,A1
5698,2323,Nathaniel Kant,24,M,A2
5699,2323,Bakhshi Jaggi,37,M,A3
5700,2324,Dhruv Saraf,44,M,A1
5701,2324,Teerth Munshi,31,M,A2
5702,2324,Advay Madan,20,M,A3
5703,2324,Peter Dhaliwal,38,M,A4
5704,2325,Rehaan Madan,39,M,A1
5705,2325,Balvan Biswas,28,M,A2
5706,2325,Yug Gulati,45,M,A3
5707,2325,Ekbal Verma,42,M,A4
5708,2326,Zehaan Barman,41,M,A1
5709,2326,Gautam Chokshi,21,M,A2
5710,2327,Jack Bhat,32,M,A1
5711,2327,Madhav Manda,26,M,A2
5712,2328,Chameli Kapadia,20,F,A1
5713,2328,Arjun Dutt,22,M,A2
5714,2328,Amol Khosla,28,M,A3
5715,2328,Xavier Sachdev,30,M,A4
5716,2329,Nachiket Parikh,22,M,A1
5717,2329,Neha Narayanan,48,F,A2
5718,2330,Jeremiah Jaggi,32,M,A1
5719,2330,Christopher Chokshi,27,M,A2
5720,2331,Gopal Krish,23,M,A1
5721,2331,Benjamin Jha,45,M,A2
5722,2332,Ekbal Puri,22,M,A1
5723,2332,Abhiram Sankaran,21,M,A2
5724,2333,Urmi Dugar,22,F,A1
5725,2333,Shivansh Mangal,19,M,A2
5726,2333,Joshua Deshpande,23,M,A3
5727,2334,Avi Sarkar,36,M,A1
5728,2334,William Ganguly,42,M,A2
5729,2334,Fiyaz Bandi,33,M,A3
5730,2335,Vihaan Choudhury,24,M,A1
5731,2336,Mason Parmar,30,M,A1
5732,2336,Rehaan Nath,21,M,A2
5733,2336,Lakshit Murthy,29,M,A3
5734,2336,Manan Misra,37,M,A4
5735,2337,Qasim Gara,41,M,A1
5736,2337,Max Gade,22,M,A2
5737,2338,Om Goyal,23,M,A1
5738,2339,Yashasvi Singhal,23,F,A1
5739,2339,Oscar Bath,26,M,A2
5740,2340,Warinder Vohra,31,M,A1
5741,2340,Zayan Bala,40,M,A2
5742,2340,Mohammed Bose,29,M,A3
5743,2340,Wyatt Bali,30,M,A4
5744,2341,Indrajit Misra,27,M,A1
5745,2341,Widisha Datta,25,F,A2
5746,2341,Reyansh Loyal,31,M,A3
5747,2342,Maanas Gola,46,M,A1
5748,2342,Dev Ratta,30,M,A2
5749,2343,Christopher Nair,19,M,A1
5750,2343,Sarthak Saha,27,M,A2
5751,2344,Sara Krishna,43,F,A1
5752,2344,Advika Om,26,F,A2
5753,2344,Naksh Dar,22,M,A3
5754,2344,Dalbir Bora,45,M,A4
5755,2345,Baljiwan Vaidya,34,M,A1
5756,2345,Rachit Rana,35,M,A2
5757,2345,Bachittar Dugar,29,M,A3
5758,2345,Bahadurjit Dave,20,M,A4
5759,2346,Rishi Sunder,39,M,A1
5760,2346,Wridesh Tripathi,43,M,A2
5761,2346,Hardik Chada,19,M,A3
5762,2347,Umang Lala,35,M,A1
5763,2347,Robert Goswami,39,M,A2
5764,2347,Tanay Dhar,37,M,A3
5765,2348,Ekani Subramanian,35,F,A1
5766,2348,Samaksh Anne,43,M,A2
5767,2349,Viraj Badal,39,M,A1
5768,2349,Oscar Kara,38,M,A2
5769,2349,Aarnav Salvi,24,M,A3
5770,2349,Gabriel Hans,41,M,A4
5771,2350,Utkarsh Prakash,45,M,A1
5772,2350,Henry Raja,38,M,A2
5773,2351,Aayush Banik,23,M,A1
5774,2352,Tristan Modi,35,M,A1
5775,2352,Harshil Nair,27,M,A2
5776,2353,Faqid Arya,35,M,A1
5777,2353,Aarav Sanghvi,39,M,A2
5778,2353,Yashawini Sachar,36,F,A3
5779,2353,Bahadurjit Natt,23,M,A4
5780,2354,Viraj Sundaram,45,M,A1
5781,2355,Jyoti Ramanathan,19,F,A1
5782,2355,Wakeeta Gill,22,F,A2
5783,2355,Jatin Dutt,19,M,A3
5784,2355,Nihal Varma,29,M,A4
5785,2356,Alexander Kar,35,M,A1
5786,2356,Pranit Kamdar,27,M,A2
5787,2356,Hardik Chokshi,23,M,A3
5788,2357,Jeet Bhagat,24,M,A1
5789,2357,Tamanna Thaker,42,F,A2
5790,2358,Madhav Bora,36,M,A1
5791,2358,Fariq Tiwari,39,M,A2
5792,2358,Yashica Thakkar,40,F,A3
5793,2358,Aahana Borah,18,F,A4
5794,2359,Yug Setty,40,M,A1
5795,2359,Yadavi Sachdev,33,F,A2
5796,2359,Chaitanya Korpal,38,M,A3
5797,2360,Ekalinga Ram,37,M,A1
5798,2360,Omisha Luthra,30,F,A2
5799,2360,Dominic Mody,42,M,A3
5800,2361,Wriddhish Rout,38,M,A1
5801,2361,Naveen Bail,22,M,A2
5802,2362,Oscar Ratta,23,M,A1
5803,2362,Girindra Dhar,41,M,A2
5804,2363,Rehaan Cherian,45,M,A1
5805,2363,Ishwar Rout,47,M,A2
5806,2364,Isaac Kala,37,M,A1
5807,2364,Bahadurjit Dugar,33,M,A2
5808,2365,Irya Sawhney,29,F,A1
5809,2366,Pratyush Salvi,25,M,A1
5810,2366,Aadi Sharma,28,M,A2
5811,2367,Yash Sridhar,38,M,A1
5812,2367,Nathan Lad,39,M,A2
5813,2367,Umang Jaggi,37,M,A3
5814,2368,Zayan Sanghvi,43,M,A1
5815,2368,Ayush Dyal,35,M,A2
5816,2368,Hitesh Chandra,30,M,A3
5817,2369,Amol Narang,41,M,A1
5818,2370,Abha Baria,30,F,A1
5819,2370,Balendra Bhakta,21,M,A2
5820,2371,Baljiwan Talwar,19,M,A1
5821,2371,Jack More,22,M,A2
5822,2371,Lohit Kohli,25,M,A3
5823,2371,Jack Bali,28,M,A4
5824,2372,Imaran Dhar,26,M,A1
5825,2372,Harish Arya,35,M,A2
5826,2373,Caleb Barman,37,M,A1
5827,2373,Patrick Mital,31,M,A2
5828,2374,Gautam Murthy,41,M,A1
5829,2374,Lucky Sahni,21,M,A2
5830,2375,Tanveer Bansal,32,M,A1
5831,2376,Hitesh Singhal,42,M,A1
5832,2376,Vihaan Mangat,29,M,A2
5833,2376,Gunbir Bail,40,M,A3
5834,2376,Guneet Reddy,19,M,A4
5835,2377,Jairaj Uppal,20,M,A1
5836,2377,Aarnav Sodhi,35,M,A2
5837,2378,Charles Brahmbhatt,36,M,A1
5838,2378,Sarthak Bhalla,28,M,A2
5839,2378,Theodore Sen,38,M,A3
5840,2378,Upkaar Tak,39,M,A4
5841,2379,Odika Sarma,23,F,A1
5842,2379,Banjeet Mall,28,M,A2
5843,2380,Abeer Radhakrishnan,47,M,A1
5844,2380,Yash Wagle,42,M,A2
5845,2381,Thomas Kumar,27,M,A1
5846,2381,Viraj Bhatt,45,M,A2
5847,2381,Samaksh Manda,37,M,A3
5848,2382,Pranav Goel,23,M,A1
5849,2382,Tristan Mital,33,M,A2
5850,2382,Elijah Naidu,42,M,A3
5851,2382,Ubika Bava,42,F,A4
5852,2383,Kala Padmanabhan,21,F,A1
5853,2384,Harrison Thaman,32,M,A1
5854,2385,Nathaniel Upadhyay,22,M,A1
5855,2385,Atharv Kothari,32,M,A2
5856,2385,Orinder Puri,44,M,A3
5857,2386,Manya Jaggi,25,F,A1
5858,2386,Liam Nagi,18,M,A2
5859,2386,Devansh Deshmukh,38,M,A3
5860,2387,Harrison Ganesan,24,M,A1
5861,2388,Turvi Gole,24,F,A1
5862,2388,Wahab Bakshi,27,M,A2
5863,2388,Orinder Mallick,33,M,A3
5864,2388,Tristan Goyal,45,M,A4
5865,2389,Isaac Dewan,41,M,A1
5866,2389,Shivani Goyal,27,F,A2
5867,2389,Kavya Krishna,31,F,A3
5868,2389,Zashil Patel,35,M,A4
5869,2390,Brijesh Lal,24,M,A1
5870,2390,Atharv Kata,38,M,A2
5871,2390,Sai Kar,36,M,A3
5872,2390,Harrison Dutt,37,M,A4
5873,2391,Ranveer Parsa,35,M,A1
5874,2391,Chandresh Sandhu,42,M,A2
5875,2391,Ekaraj Chanda,27,M,A3
5876,2392,Naksh Raju,22,M,A1
5877,2393,Harinakshi Pathak,28,F,A1
5878,2393,Gaurang Verma,28,M,A2
5879,2394,Jairaj Babu,43,M,A1
5880,2394,Sara Barman,38,F,A2
5881,2395,Jacob Johal,46,M,A1
5882,2395,Nachiket Bawa,41,M,A2
5883,2395,Zaid Manda,25,M,A3
5884,2396,Anay Karnik,35,M,A1
5885,2397,Eshana Viswanathan,21,F,A1
5886,2397,Pratyush Nadkarni,32,M,A2
5887,2397,Balhaar Mannan,28,M,A3
5888,2398,Finn Pandey,34,M,A1
5889,2398,Charles Agarwal,37,M,A2
5890,2398,Tanay Buch,47,M,A3
5891,2399,Ubika Badami,26,F,A1
5892,2399,Timothy Lala,31,M,A2
5893,2399,Harish Vaidya,22,M,A3
5894,2400,Yatan Mani,21,M,A1
5895,2400,Wahab Kant,35,M,A2
5896,2400,Baljiwan Sani,24,M,A3
5897,2401,Joshua Atwal,32,M,A1
5898,2402,Oscar Balasubramanian,32,M,A1
5899,2402,Teerth Saxena,33,M,A2
5900,2402,Jonathan Zachariah,44,M,A3
5901,2403,Nathan Parikh,23,M,A1
5902,2403,Bachittar Garde,42,M,A2
5903,2403,Mugdha Gokhale,43,F,A3
5904,2404,Rohan Aggarwal,25,M,A1
5905,2404,Gaurangi Sahni,27,F,A2
5906,2405,Liam Bhatnagar,33,M,A1
5907,2405,Manbir Khare,24,M,A2
5908,2405,Jatin Ganguly,43,M,A3
5909,2406,Zayyan Manda,36,M,A1
5910,2407,Faras Parekh,26,M,A1
5911,2407,Girish Kar,26,M,A2
5912,2408,William Kadakia,37,M,A1
5913,2408,Jason Dave,45,M,A2
5914,2409,Chatresh Natt,40,M,A1
5915,2409,Nakul Dalal,44,M,A2
5916,2409,Hitesh Shukla,35,M,A3
5917,2410,Wahab Kata,40,M,A1
5918,2410,Balendra Sinha,40,M,A2
5919,2411,Zayyan Malhotra,42,M,A1
5920,2412,Liam Radhakrishnan,39,M,A1
5921,2412,Ranbir Ahluwalia,26,M,A2
5922,2412,Ekansh Kanda,46,M,A3
5923,2413,Charles Divan,21,M,A1
5924,2414,Zashil Dube,33,M,A1
5925,2415,Rajata Dada,41,F,A1
5926,2415,Aditya Devan,32,M,A2
5927,2415,Nitesh Subramanian,25,M,A3
5928,2416,Atharv Kalla,41,M,A1
5929,2416,Tanay Hegde,33,M,A2
5930,2416,Wriddhish Chopra,31,M,A3
5931,2417,Falguni Lal,36,F,A1
5932,2418,Imaran Apte,23,M,A1
5933,2419,Rushil Barman,23,M,A1
5934,2420,Max Shah,23,M,A1
5935,2420,Laban Suri,21,M,A2
5936,2420,Varenya Sheth,38,F,A3
5937,2421,Robert Nayar,35,M,A1
5938,2421,Ekapad Soman,37,M,A2
5939,2421,Umang Kaul,42,M,A3
5940,2422,Onveer Singhal,22,M,A1
5941,2422,Sai Char,25,M,A2
5942,2423,Karan Verma,22,M,A1
5943,2423,Hredhaan Balay,46,M,A2
5944,2423,Faris Chawla,38,M,A3
5945,2424,Gautam Kata,37,M,A1
5946,2424,Krishna Morar,37,F,A2
5947,2425,Ishaan Gaba,41,M,A1
5948,2426,Ayush Buch,29,M,A1
5949,2427,Fitan Kuruvilla,37,M,A1
5950,2427,Tanmayi Bal,24,F,A2
5951,2427,Chandresh Pall,22,M,A3
5952,2427,Qarin Hans,40,M,A4
5953,2428,Neel Randhawa,40,M,A1
5954,2428,Yatin Bains,23,M,A2
5955,2428,David Saran,40,M,A3
5956,2429,Aarnav Bhargava,29,M,A1
5957,2429,Andrew Saxena,30,M,A2
5958,2430,Falan Bal,42,M,A1
5959,2430,Anmol Saxena,19,M,A2
5960,2430,Fariq Roy,41,M,A3
5961,2431,Kai Sunder,37,M,A1
5962,2431,Rachit Contractor,37,M,A2
5963,2431,Indali Roy,35,F,A3
5964,2431,Naveen Majumdar,45,M,A4
5965,2432,Girindra Dhar,19,M,A1
5966,2433,Aarav Chhabra,44,M,A1
5967,2434,Farhan Palla,44,M,A1
5968,2434,Ayushman Batra,41,M,A2
5969,2434,Darpan Iyer,36,M,A3
5970,2435,Ethan Srinivasan,35,M,A1
5971,2435,Theodore Choudhry,35,M,A2
5972,2435,Udarsh Sidhu,44,M,A3
5973,2436,Veer Dugar,33,M,A1
5974,2437,Ekansh Ganesh,41,M,A1
5975,2438,Bahadurjit Nagar,22,M,A1
5976,2438,Teerth Solanki,35,M,A2
5977,2439,Shaurya Bhagat,45,M,A1
5978,2439,Rehaan Sibal,31,M,A2
5979,2439,Anthony Jayaraman,42,M,A3
5980,2439,Advaith Raman,28,M,A4
5981,2440,Bachittar Khanna,42,M,A1
5982,2441,Rehaan Sarna,31,M,A1
5983,2442,Jackson Gola,18,M,A1
5984,2442,Farhan Comar,25,M,A2
5985,2442,Liam Kant,44,M,A3
5986,2442,Isaac Ganesan,33,M,A4
5987,2443,Ojas Sethi,33,M,A1
5988,2443,Idika D’Alia,22,F,A2
5989,2443,Ranbir Sawhney,36,M,A3
5990,2444,Darpan Balan,41,M,A1
5991,2444,Abdul Pall,34,M,A2
5992,2445,Andrew Rastogi,20,M,A1
5993,2446,Onveer Saraf,29,M,A1
5994,2446,Nitara Ranganathan,33,F,A2
5995,2446,Ryan Koshy,40,M,A3
5996,2446,Tanveer Bakshi,38,M,A4
5997,2447,Qadim Chahal,23,M,A1
5998,2447,Udant Patil,29,M,A2
5999,2447,Harish Soman,22,M,A3
6000,2448,Hardik Loke,40,M,A1
6001,2448,Oliver Wagle,36,M,A2
6002,2449,Hardik Luthra,29,M,A1
6003,2449,Chaitanya Ranganathan,41,M,A2
6004,2450,Ekavir Datta,39,M,A1
6005,2451,Dakshesh Raju,38,M,A1
6006,2452,Udarsh Mittal,24,M,A1
6007,2452,Ekansh Ratti,27,M,A2
6008,2453,Nitesh Trivedi,37,M,A1
6009,2453,Darpan Loyal,32,M,A2
6010,2453,Inaya Kalita,39,F,A3
6011,2454,Onkar Vasa,22,M,A1
6012,2454,Anirudh Gour,28,M,A2
6013,2454,Jacob Biswas,32,M,A3
6014,2455,Alka Devan,35,F,A1
6015,2455,Faris Mannan,30,M,A2
6016,2455,Udarsh Sami,39,M,A3
6017,2456,Girish Ranganathan,27,M,A1
6018,2457,Yug Kapur,46,M,A1
6019,2457,Oeshi Borde,26,F,A2
6020,2458,Jason Kapur,41,M,A1
6021,2458,Shivansh Chacko,40,M,A2
6022,2459,Yug Dar,23,M,A1
6023,2459,Rohan Pandya,23,M,A2
6024,2459,Chanakya Kakar,21,M,A3
6025,2459,Mekhala Pai,34,F,A4
6026,2460,Qushi Baral,39,F,A1
6027,2460,Ekbal Naidu,30,M,A2
6028,2460,Dhruv Datta,37,M,A3
6029,2461,Girik Sachdev,34,M,A1
6030,2461,Ikbal Patla,40,M,A2
6031,2461,Wishi Krishnamurthy,19,F,A3
6032,2461,Sneha Dani,19,F,A4
6033,2462,Qarin Madan,22,M,A1
6034,2462,Ekavir Som,37,M,A2
6035,2463,Rayaan Hayre,40,M,A1
6036,2464,Sarthak Yohannan,23,M,A1
6037,2464,Benjamin Ghosh,43,M,A2
6038,2464,Onkar Kashyap,32,M,A3
6039,2464,Darsh Walia,29,M,A4
6040,2465,Chaitanya Sha,41,M,A1
6041,2465,Chaitaly Bala,38,F,A2
6042,2465,Dhruv Minhas,46,M,A3
6043,2465,Adya Deol,25,F,A4
6044,2466,Lohit Koshy,34,M,A1
6045,2466,Alexander Kalla,42,M,A2
6046,2466,Shivansh Mangal,22,M,A3
6047,2466,Kashvi Dasgupta,31,F,A4
6048,2467,Lohit Bath,26,M,A1
6049,2467,Siddharth Sur,34,M,A2
6050,2467,Wahab Subramaniam,27,M,A3
6051,2467,Atharv Chatterjee,24,M,A4
6052,2468,Fitan Parmer,24,M,A1
6053,2468,Krishna Sidhu,37,F,A2
6054,2468,Ekavir Sandal,19,M,A3
6055,2468,Ronith Badami,22,M,A4
6056,2469,Ekalinga Nair,18,M,A1
6057,2469,Isaiah Dayal,30,M,A2
6058,2469,Samaksh Patla,31,M,A3
6059,2470,Vedant Krishnan,31,M,A1
6060,2470,Vansha Nori,33,F,A2
6061,2471,Upma Banerjee,30,F,A1
6062,2472,Vihaan Narula,19,M,A1
6063,2472,Qarin Thakur,31,M,A2
6064,2472,Udant Soman,44,M,A3
6065,2472,Manbir Dhillon,33,M,A4
6066,2473,Falan Nadig,26,M,A1
6067,2474,Samesh Saxena,40,M,A1
6068,2474,Bahadurjit Venkatesh,33,M,A2
6069,2475,Warinder Kumar,42,M,A1
6070,2475,Mohini Narang,42,F,A2
6071,2475,Bachittar Contractor,41,M,A3
6072,2476,Hredhaan Talwar,41,M,A1
6073,2476,Udyati Devan,24,F,A2
6074,2476,Guneet Tiwari,47,M,A3
6075,2476,Patrick Master,25,M,A4
6076,2477,Ekapad Garde,25,M,A1
6077,2477,Advay Balan,24,M,A2
6078,2477,Joshua Gokhale,38,M,A3
6079,2477,Sathvik Bhardwaj,45,M,A4
6080,2478,Neel Oak,47,M,A1
6081,2478,Lajita Basak,34,F,A2
6082,2478,Tristan Chaudhari,41,M,A3
6083,2478,Yashodhara Anand,36,F,A4
6084,2479,Wyatt Memon,40,M,A1
6085,2480,Vedant Dash,42,M,A1
6086,2481,Nihal Kata,23,M,A1
6087,2481,Vincent Prakash,28,M,A2
6088,2481,Warhi Tank,29,F,A3
6089,2482,Wridesh Naidu,31,M,A1
6090,2482,Harshil Boase,40,M,A2
6091,2483,Samuel Chada,30,M,A1
6092,2484,Forum Chana,27,F,A1
6093,2484,Darpan Garde,27,M,A2
6094,2484,Ishwar Pillay,27,M,A3
6095,2484,Siddharth Tella,28,M,A4
6096,2485,Harsh Keer,39,M,A1
6097,2485,Sara Prabhu,47,F,A2
6098,2485,Pratyush Nanda,43,M,A3
6099,2486,Zaid Goda,19,M,A1
6100,2486,Samaksh Vyas,32,M,A2
6101,2486,Manthan Shenoy,31,M,A3
6102,2487,Chaitanya Lad,23,M,A1
6103,2488,Thomas Nath,22,M,A1
6104,2488,Manthan Kumer,42,M,A2
6105,2488,Anirudh Nagar,39,M,A3
6106,2488,Om Ramaswamy,24,M,A4
6107,2489,Avi Parmer,40,M,A1
6108,2489,Ayush Barad,42,M,A2
6109,2489,Saumya Lad,26,F,A3
6110,2489,Jeet Krishnamurthy,37,M,A4
6111,2490,Harsh Patla,37,M,A1
6112,2490,Wazir Koshy,45,M,A2
6113,2490,Qabil Dutta,27,M,A3
6114,2490,Finn Nadig,25,M,A4
6115,2491,Rehaan Char,44,M,A1
6116,2491,Madhav Goswami,29,M,A2
6117,2492,Vrishti Lala,30,F,A1
6118,2493,Zaid Subramaniam,40,M,A1
6119,2494,Samuel Chada,35,M,A1
6120,2495,Pranav Bajwa,25,M,A1
6121,2495,Imaran Pillay,36,M,A2
6122,2495,Dhruv Naidu,39,M,A3
6123,2496,Jacob Parikh,27,M,A1
6124,2496,Theodore Vyas,45,M,A2
6125,2497,Samesh Vora,25,M,A1
6126,2497,Zaid Lata,29,M,A2
6127,2498,Charan Anne,34,M,A1
6128,2499,Nakul Rau,40,M,A1
6129,2499,Parth Bal,19,M,A2
6130,2499,Reyansh Raja,41,M,A3
6131,2499,Christopher Arora,34,M,A4
6132,2500,Yahvi Saran,22,F,A1
6133,2501,Rishi Narayanan,23,M,A1
6134,2501,Imaran Kaur,34,M,A2
6135,2502,Hardik Srinivasan,45,M,A1
6136,2502,Faras Sani,31,M,A2
6137,2503,Xavier Mannan,39,M,A1
6138,2504,Aarav Krishnan,39,M,A1
6139,2504,Eiravati Saha,20,F,A2
6140,2505,Jacob Rout,45,M,A1
6141,2506,Jack Ramachandran,38,M,A1
6142,2507,Pratyush Sethi,46,M,A1
6143,2508,Nathaniel Golla,32,M,A1
6144,2508,Ayaan Sheth,41,M,A2
6145,2508,Wriddhish Krishna,35,M,A3
6146,2508,Chandresh Ghosh,35,M,A4
6147,2509,Indrajit Tripathi,20,M,A1
6148,2509,Vedant Saxena,21,M,A2
6149,2509,Rehaan Bora,22,M,A3
6150,2509,Wahab Natarajan,43,M,A4
6151,2510,Ojasvi Arora,43,F,A1
6152,2511,Ranveer Nagy,35,M,A1
6153,2511,Lucky Bali,44,M,A2
6154,2512,Maanav Rege,35,M,A1
6155,2512,Wahab Chauhan,39,M,A2
6156,2512,Girindra Kaur,44,M,A3
6157,2513,Warinder Murthy,45,M,A1
6158,2513,Rudra Dugar,29,M,A2
6159,2513,Darpan Raval,40,M,A3
6160,2513,Yash Suresh,38,M,A4
6161,2514,Ikshita Shroff,32,F,A1
6162,2514,Jatin Batta,41,M,A2
6163,2515,Zayan Nanda,28,M,A1
6164,2515,Abdul Bhakta,22,M,A2
6165,2515,Maya Patla,37,F,A3
6166,2515,Tristan Dey,43,M,A4
6167,2516,Samaksh Parekh,22,M,A1
6168,2517,Reyansh Khanna,44,M,A1
6169,2517,Upkaar Dixit,23,M,A2
6170,2518,Harsh Sathe,20,M,A1
6171,2518,Liam Mutti,46,M,A2
6172,2518,Victor Banerjee,38,M,A3
6173,2518,Aarini Talwar,22,F,A4
6174,2519,Guneet Ramanathan,28,M,A1
6175,2519,Waida Dhar,46,F,A2
6176,2520,Arin Rege,22,M,A1
6177,2520,Udarsh Gopal,22,M,A2
6178,2520,Devansh Warrior,30,M,A3
6179,2520,Nathan Rama,28,M,A4
6180,2521,Shivansh Mangal,19,M,A1
6181,2521,Isaac Sengupta,33,M,A2
6182,2521,Dayita Mani,38,F,A3
6183,2522,Yashasvi Behl,24,F,A1
6184,2522,Wriddhish Khurana,25,M,A2
6185,2523,Simon Varty,41,M,A1
6186,2523,Oliver Palan,26,M,A2
6187,2524,Aradhana Rastogi,36,F,A1
6188,2525,Chandresh Aggarwal,43,M,A1
6189,2525,Timothy Srivastava,31,M,A2
6190,2526,Agastya Zachariah,25,M,A1
6191,2527,Arin Vyas,36,M,A1
6192,2527,Faraj Mani,40,M,A2
6193,2527,Abhiram Mangat,25,M,A3
6194,2528,Tanish Contractor,30,M,A1
6195,2528,Onveer Peri,25,M,A2
6196,2528,Tejas Chakraborty,37,M,A3
6197,2529,Nachiket Nayak,28,M,A1
6198,2530,Ojas Sarkar,32,M,A1
6199,2530,Zehaan Baria,42,M,A2
6200,2530,Shravya Kakar,37,F,A3
6201,2531,Max Patil,43,M,A1
6202,2532,Jacob Palla,46,M,A1
6203,2532,Manbir Gour,22,M,A2
6204,2532,Laban Ray,40,M,A3
6205,2533,Laban Sahni,36,M,A1
6206,2533,Fitan Mutti,25,M,A2
6207,2534,Theodore Behl,43,M,A1
6208,2534,Henry Borah,38,M,A2
6209,2534,Abhimanyu Thaker,23,M,A3
6210,2534,Rushil Ray,45,M,A4
6211,2535,Rajata Bhagat,27,F,A1
6212,2536,Urvashi Kata,30,F,A1
6213,2536,Faras Palla,25,M,A2
6214,2537,Zashil Sethi,24,M,A1
6215,2537,Gabriel Edwin,33,M,A2
6216,2537,Zaid More,37,M,A3
6217,2537,Logan Patla,24,M,A4
6218,2538,Vidhi Kata,21,F,A1
6219,2539,Andrew Mall,31,M,A1
6220,2539,Rayaan Butala,39,M,A2
6221,2539,Jonathan Sem,22,M,A3
6222,2540,Damini Pingle,23,F,A1
6223,2540,Tanveer Lal,45,M,A2
6224,2540,Orinder Tella,22,M,A3
6225,2541,Anthony Kumar,23,M,A1
6226,2541,Tanish Deshmukh,21,M,A2
6227,2541,Girindra Handa,41,M,A3
6228,2542,Aarav Sunder,42,M,A1
6229,2543,Aarav Garde,40,M,A1
6230,2544,Onkar Rajan,31,M,A1
6231,2545,Darsh Parsa,27,M,A1
6232,2545,Balhaar Andra,34,M,A2
6233,2545,Laban Deo,23,M,A3
6234,2545,Ekavir Srivastava,42,M,A4
6235,2546,Laksh Vora,25,M,A1
6236,2547,Harshil Mohanty,28,M,A1
6237,2547,George Kakar,24,M,A2
6238,2547,Zilmil Cheema,31,F,A3
6239,2548,Jatin Kohli,45,M,A1
6240,2549,Oliver Toor,45,M,A1
6241,2550,Harrison Sahni,24,M,A1
6242,2550,Oscar Talwar,28,M,A2
6243,2550,Tamanna Rege,41,F,A3
6244,2550,Aarnav Narayanan,27,M,A4
6245,2551,Zayan Natt,43,M,A1
6246,2551,Baljiwan Ranganathan,30,M,A2
6247,2551,Harshil Chhabra,38,M,A3
6248,2552,Ansh Johal,39,M,A1
6249,2553,Sneha Rau,28,F,A1
6250,2553,Aashi Dugar,33,F,A2
6251,2554,Indrajit Tella,25,M,A1
6252,2555,Pranit Sundaram,36,M,A1
6253,2555,Kalpit Chadha,39,M,A2
6254,2555,Brijesh Bains,24,M,A3
6255,2555,Tanay Arora,36,M,A4
6256,2556,Maanav Ranganathan,44,M,A1
6257,2556,Ekavir Roy,31,M,A2
6258,2556,Ekbal Mukhopadhyay,43,M,A3
6259,2556,Dominic Dhillon,44,M,A4
6260,2557,Om Bassi,33,M,A1
6261,2557,Dev Bhattacharyya,35,M,A2
6262,2558,Yuvraj Badami,40,M,A1
6263,2559,Aryan Walla,23,M,A1
6264,2559,Shaurya Chander,36,M,A2
6265,2559,Finn Comar,45,M,A3
6266,2560,Avi Vora,44,M,A1
6267,2560,Benjamin Mand,29,M,A2
6268,2561,Agastya Ben,45,M,A1
6269,2561,Rohan Goel,35,M,A2
6270,2562,Udarsh Virk,39,M,A1
6271,2562,Azad Kashyap,21,M,A2
6272,2563,Gabriel Deshmukh,22,M,A1
6273,2563,Gagan Narang,45,M,A2
6274,2563,Anirudh Choudhury,36,M,A3
6275,2563,Tristan Grewal,26,M,A4
6276,2564,Jacob Chada,24,M,A1
6277,2564,Harish Lanka,45,M,A2
6278,2564,Nimrat Patel,28,F,A3
6279,2564,Vasana Ben,37,F,A4
6280,2565,Ryan Roy,46,M,A1
6281,2565,William Palla,29,M,A2
6282,2565,Qadim Badal,30,M,A3
6283,2565,Om Kohli,33,M,A4
6284,2566,Amol Bhagat,32,M,A1
6285,2566,Dalbir Sawhney,27,M,A2
6286,2567,Megha Hans,41,F,A1
6287,2567,Jagat Choudhary,38,M,A2
6288,2567,Shivansh Salvi,45,M,A3
6289,2568,Irya Joshi,45,F,A1
6290,2568,Girik Amble,20,M,A2
6291,2568,Fiyaz Ghosh,35,M,A3
6292,2569,Jhalak Kashyap,22,F,A1
6293,2569,Sachi Chandra,43,F,A2
6294,2570,Udarsh Dara,46,M,A1
6295,2571,Ojas Sachar,43,M,A1
6296,2571,Jackson Parmar,25,M,A2
6297,2571,Sathvik Kara,29,M,A3
6298,2572,Laban Sem,43,M,A1
6299,2572,Christopher Khatri,41,M,A2
6300,2573,Sarthak Narain,33,M,A1
6301,2573,Advay Ganguly,43,M,A2
6302,2573,Fiyaz Hans,47,M,A3
6303,2573,Udant Sarraf,36,M,A4
6304,2574,Eesha Tandon,39,F,A1
6305,2574,Owen Gade,28,M,A2
