ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
2450,2450,Krisha Bose,56,8,7,2,1
2451,2451,Shivani Baral,59,5,3,7,1
2452,2452,Oliver Savant,70,8,4,5,2
2453,2453,Vinaya Krish,34,7,1,3,2
2454,2454,Aryan Oak,39,4,2,5,2
2455,2455,Nirja Sachdeva,68,4,1,5,1
2456,2456,Maanas Tiwari,61,3,7,7,2
2457,2457,Charan Shankar,74,3,3,4,2
2458,2458,Lopa Agrawal,65,8,1,2,1
2459,2459,Aashi Sant,61,8,1,1,1
2460,2460,Chavvi Keer,72,2,7,6,1
2461,2461,Arin Sodhi,18,9,3,6,2
2462,2462,Ekantika Thaman,29,1,1,7,2
2463,2463,Yashvi Dash,44,1,3,6,1
2464,2464,Kamala Sachdeva,67,7,6,1,1
2465,2465,Hemangini Nori,19,4,3,7,1
2466,2466,Bhavini Loke,41,7,1,2,2
2467,2467,Prisha Sidhu,75,9,4,2,1
2468,2468,Darsh Merchant,49,8,1,7,2
2469,2469,Sanya Singh,27,8,1,3,1
2470,2470,Aishani Dave,41,4,1,5,2
2471,2471,Nitesh Chhabra,32,6,2,6,1
2472,2472,Kritika Gupta,59,1,1,7,2
2473,2473,Leela Konda,66,5,1,1,1
2474,2474,Nikita Bumb,31,6,1,1,1
2475,2475,Tanveer Sachdeva,46,8,5,2,2
2476,2476,Raksha Ghose,39,3,1,5,1
2477,2477,Ucchal Chada,56,8,1,5,1
2478,2478,Qabil Nagarajan,48,4,2,6,2
2479,2479,Alka Pandit,44,6,1,1,2
2480,2480,Pallavi Palla,40,6,4,7,1
2481,2481,Nachiket Narula,69,5,1,1,1
2482,2482,Simon Krishna,59,2,1,6,2
2483,2483,Chandani Sarma,37,8,1,4,1
2484,2484,Vasana Lalla,19,9,2,3,1
2485,2485,Chandresh Kamdar,36,8,6,6,1
2486,2486,Ladli Suri,47,2,3,5,1
2487,2487,Amrita Sagar,20,8,1,4,1
2488,2488,Nidhi Khalsa,46,4,1,7,1
2489,2489,Teerth Babu,23,3,1,7,1
2490,2490,Sanaya Uppal,41,5,1,2,2
2491,2491,Ridhi Sharma,26,3,1,3,1
2492,2492,Aditya Bawa,48,1,1,2,1
2493,2493,Anmol Dugar,70,2,1,7,2
2494,2494,Krishna Bir,33,1,3,2,1
2495,2495,Rajata Patla,59,7,5,2,1
2496,2496,Atharv Sarkar,49,6,4,2,1
2497,2497,Hemang Prasad,38,6,2,2,2
2498,2498,Aradhana Parsa,30,6,6,5,1
2499,2499,Ira Bawa,63,2,1,5,1
2500,2500,Advaith Chopra,22,1,4,4,1
2501,2501,Simon Sekhon,42,2,1,5,2
2502,2502,Sachi Savant,74,5,1,4,1
2503,2503,Yadavi Contractor,37,9,1,7,1
2504,2504,Wishi Konda,45,3,6,7,2
2505,2505,Vanya Sane,62,5,6,4,1
2506,2506,Amol Walia,18,1,2,3,2
2507,2507,Janya Jayaraman,37,6,1,7,2
2508,2508,Yash Chowdhury,23,9,1,7,2
2509,2509,Vansha Subramanian,38,3,3,7,2
2510,2510,Waida Yogi,27,6,1,3,1
2511,2511,Bhavini Panchal,26,1,1,4,1
2512,2512,Ekalinga Kapur,47,3,1,3,1
2513,2513,Christopher Ray,32,7,5,4,1
2514,2514,Upma Thaman,53,5,2,4,2
2515,2515,Tamanna Kanda,62,8,1,2,1
2516,2516,Naksh Bala,38,1,1,5,2
2517,2517,Saumya Varughese,60,9,2,4,1
2518,2518,Gaurangi Modi,35,5,2,2,2
2519,2519,Divya Iyer,40,5,1,1,2
2520,2520,Teerth Prabhakar,29,8,3,2,1
2521,2521,Shivani Bala,33,8,5,2,1
2522,2522,Dayita Chad,75,7,1,4,2
2523,2523,Pooja Handa,23,3,3,1,2
2524,2524,Pallavi Savant,42,8,6,3,2
2525,2525,Vasana Prabhu,39,5,1,6,2
2526,2526,Irya Arora,69,2,3,2,2
2527,2527,Eshana Wadhwa,27,8,1,4,1
2528,2528,Kala Bhargava,73,3,1,7,2
2529,2529,Bhavani Badal,62,6,2,5,2
2530,2530,Bahadurjit Devi,19,4,1,5,1
2531,2531,Netra Master,22,5,1,2,1
2532,2532,Yashvi Chatterjee,33,1,2,6,2
2533,2533,Yug Banik,38,6,1,7,1
2534,2534,Charvi Anne,35,5,1,1,1
2535,2535,Udant Badami,20,7,2,3,1
2536,2536,Lakshmi Krishnan,67,4,1,3,1
2537,2537,Oviya Chokshi,72,3,3,3,1
2538,2538,Darpan Tiwari,71,3,1,6,1
2539,2539,Gaurav Nayar,25,2,2,3,2
2540,2540,Omisha Natarajan,73,2,1,5,1
2541,2541,Oeshi Mangal,47,8,1,7,2
2542,2542,Yatin Ramanathan,46,9,2,6,1
2543,2543,Jai Mukhopadhyay,26,7,2,6,1
2544,2544,Jatin Gupta,34,7,3,3,2
2545,2545,Rudra Dhar,21,2,1,6,1
2546,2546,Abeer Pillai,72,5,1,5,2
2547,2547,Agastya Sarna,70,2,1,5,2
2548,2548,Max Ray,54,1,1,5,2
2549,2549,Nimrat Dass,74,2,1,6,2
2550,2550,Brinda Rajan,56,4,1,1,1
2551,2551,Nidhi Sami,34,1,1,5,2
2552,2552,Shivani Aurora,59,8,1,2,2
2553,2553,Ranbir Iyengar,30,4,3,4,1
2554,2554,Pallavi Deshmukh,59,1,6,1,2
2555,2555,Rishi Bora,29,7,1,2,1
2556,2556,Qadim Keer,18,6,2,5,1
2557,2557,Henry Dhingra,40,1,2,7,1
2558,2558,Bimala Bali,44,3,6,5,2
2559,2559,Laban Viswanathan,35,8,5,6,1
2560,2560,Benjamin Savant,39,2,6,1,2
2561,2561,Andrew Hayer,32,7,1,6,1
2562,2562,Balveer Subramaniam,51,5,5,3,1
2563,2563,Triya Kari,73,2,3,6,1
2564,2564,Yuvraj Merchant,74,8,1,3,2
2565,2565,Vaishnavi Ghose,59,9,1,4,1
2566,2566,Jalsa Barad,18,1,5,2,2
2567,2567,Girish Brahmbhatt,61,5,7,7,2
2568,2568,Andrew D’Alia,60,3,2,5,2
2569,2569,Chatura Johal,72,2,1,7,1
2570,2570,Charles Dugal,24,9,4,4,1
2571,2571,Edhitha Shroff,28,9,1,5,2
2572,2572,Jyoti Chahal,31,5,3,5,1
2573,2573,Mason Grewal,67,5,1,3,1
2574,2574,Bhavna Bumb,46,1,3,4,2
2575,2575,Jack Rattan,18,5,1,3,2
2576,2576,Xiti Muni,49,6,5,3,1
2577,2577,Ekani Mukherjee,50,7,7,6,2
2578,2578,Gautam Tailor,73,2,5,6,1
2579,2579,Tanay Walia,42,8,2,7,1
2580,2580,Lajita Parmar,26,7,2,6,1
2581,2581,Mohini Bhandari,46,1,7,4,1
2582,2582,Ati Jha,53,8,4,2,1
2583,2583,Meghana Sarin,24,1,1,5,1
2584,2584,Udarsh Vasa,49,1,1,2,1
2585,2585,Aarini Nair,72,9,5,7,2
2586,2586,Pavani Khurana,26,5,1,3,1
2587,2587,Wridesh Khanna,18,7,1,6,1
2588,2588,Faraj Sule,56,2,7,4,2
2589,2589,Amruta Badami,57,7,1,2,1
2590,2590,Michael Thakkar,48,7,3,2,1
2591,2591,Mekhala Jha,40,1,1,1,2
2592,2592,Gautam Pal,23,3,1,6,1
2593,2593,Jacob Sharma,26,4,5,1,2
2594,2594,Wyatt Bumb,66,5,1,2,1
2595,2595,Hiral Agate,43,2,2,1,2
2596,2596,Advika Chanda,55,6,1,4,2
2597,2597,Vyanjana Kaul,60,5,1,2,2
2598,2598,Vasana Lal,66,2,1,3,1
2599,2599,Vyanjana Talwar,75,6,1,6,1
2600,2600,Hardik Sami,44,3,1,6,2
2601,2601,Chaitanya Gokhale,52,7,1,5,1
2602,2602,Daksha Johal,45,2,5,2,2
2603,2603,Chatura Varty,28,2,6,2,2
2604,2604,Vincent Borde,44,3,3,3,1
2605,2605,Raksha Kashyap,27,8,2,5,2
2606,2606,Jeevika Munshi,32,9,1,6,2
2607,2607,Samarth Lalla,25,7,3,2,2
2608,2608,Vyanjana Srivastava,32,3,6,2,1
2609,2609,Tarak Bandi,43,4,1,6,1
2610,2610,Darsh Ratti,27,3,2,5,1
2611,2611,Yash Suri,44,3,2,1,2
2612,2612,Charan Atwal,38,1,7,1,1
2613,2613,Joshua Misra,44,2,1,5,2
2614,2614,Gautami Kanda,55,4,1,6,1
2615,2615,Vansha Bajaj,23,9,1,2,1
2616,2616,Advay Yogi,25,2,3,4,1
2617,2617,Abha Bhakta,54,5,1,2,2
2618,2618,Balendra Bajwa,51,9,1,4,1
2619,2619,Lila Srinivas,72,7,1,5,2
2620,2620,Abdul Bawa,68,2,2,5,1
2621,2621,Siddharth Merchant,35,3,1,5,1
2622,2622,Krish Mutti,20,3,7,5,1
2623,2623,Ira Goel,35,4,1,1,1
2624,2624,Ekavir Tank,60,8,1,2,1
2625,2625,Yug Dara,31,3,1,7,2
2626,2626,Yashasvi Gole,49,5,1,3,2
2627,2627,Ekta Chanda,61,5,3,5,1
2628,2628,Andrew Sood,51,6,3,3,1
2629,2629,Isaac Chaudhry,28,3,1,2,1
2630,2630,Mugdha Bhandari,73,6,2,6,1
2631,2631,Alexander Wali,61,9,7,4,2
2632,2632,Chavvi Mall,55,1,1,5,2
2633,2633,Christopher Deshmukh,67,4,1,5,1
2634,2634,Kevin Prabhakar,32,1,3,6,1
2635,2635,Anita Gour,51,4,2,4,1
2636,2636,Vaishnavi Ramachandran,50,2,2,6,1
2637,2637,Pooja Rau,48,9,1,1,2
2638,2638,Damini Lalla,60,1,5,7,1
2639,2639,Liam Mall,48,2,7,3,1
2640,2640,Oscar Oza,52,5,1,7,2
2641,2641,Vamakshi Wagle,75,8,4,2,2
2642,2642,Andrew Dhaliwal,22,1,7,1,1
2643,2643,Guneet Aggarwal,27,8,6,7,2
2644,2644,Ishanvi Palla,70,5,7,2,1
2645,2645,Mitesh Kalla,73,6,3,7,1
2646,2646,Varenya Khurana,26,1,1,7,1
2647,2647,Indira Hora,68,6,1,4,2
2648,2648,Megha Shenoy,52,3,1,2,1
2649,2649,Leela Chacko,32,6,1,5,2
2650,2650,Krishna Raj,36,1,1,2,1
2651,2651,Abhiram Sharma,45,6,6,5,1
2652,2652,Tanmayi Bhalla,34,7,1,7,2
2653,2653,Ishita Nadkarni,50,7,1,2,1
2654,2654,Vansha Bhandari,48,4,2,7,1
2655,2655,Tanay Keer,70,5,1,7,1
2656,2656,Sathvik Viswanathan,23,2,6,6,1
2657,2657,Anika Krish,32,4,1,2,1
2658,2658,Diya Kibe,20,4,1,5,2
2659,2659,Falak Kunda,67,4,1,6,2
2660,2660,Omkaar Gola,49,3,3,3,1
2661,2661,Vyanjana Nazareth,20,7,1,1,1
2662,2662,Jack Mital,39,4,1,6,1
2663,2663,Irya Suri,56,8,6,5,1
2664,2664,Anirudh Wagle,32,6,1,6,1
2665,2665,Yauvani Sagar,22,4,6,2,1
2666,2666,Chaitaly Doctor,33,9,1,1,1
2667,2667,Alka Kannan,70,6,1,3,1
2668,2668,Ekantika Barad,47,3,1,6,2
2669,2669,Zashil Gola,29,8,2,2,1
2670,2670,Karan Chanda,24,1,1,6,2
2671,2671,Januja Sundaram,34,3,4,2,2
2672,2672,Amrita Mangat,41,4,1,1,1
2673,2673,Hema Ravel,55,6,2,2,1
2674,2674,Vritti Barad,19,8,1,5,2
2675,2675,Kamya Nazareth,68,4,1,7,1
2676,2676,Nidra Palan,68,6,1,2,1
2677,2677,Jagvi Kohli,26,4,3,4,1
2678,2678,Andrew Sarna,62,5,3,1,2
2679,2679,Charan Agrawal,22,8,6,2,2
2680,2680,David Kar,23,5,1,4,2
2681,2681,Anya Konda,32,8,1,1,2
2682,2682,Dalbir Lall,29,5,6,2,1
2683,2683,Ekani Bedi,58,7,1,4,2
2684,2684,Damyanti Bajwa,73,8,1,7,1
2685,2685,Divya Kapur,57,9,1,6,2
2686,2686,Daksh Dada,66,5,6,1,1
2687,2687,Jason Joshi,36,5,1,4,1
2688,2688,Benjamin Maharaj,27,2,3,4,1
2689,2689,Kala Gokhale,39,9,1,7,1
2690,2690,Charvi Dasgupta,62,1,3,7,2
2691,2691,Chameli Johal,61,6,1,5,1
2692,2692,Ekaja Chopra,31,5,6,6,2
2693,2693,Nachiket Kade,47,4,1,4,1
2694,2694,Mitesh Tandon,55,6,1,4,2
2695,2695,Yutika Mitter,35,7,1,3,1
2696,2696,Yahvi Balakrishnan,37,6,1,3,2
2697,2697,Ayushman Chander,71,6,1,2,1
2698,2698,Aarush Tripathi,24,1,7,2,1
2699,2699,Devika Gade,36,9,2,5,2
2700,2700,Harrison Shan,69,9,1,6,2
2701,2701,Reyansh Kumer,44,5,1,4,1
2702,2702,Darpan Goswami,37,1,2,2,2
2703,2703,Wishi Anand,35,8,7,4,1
2704,2704,Watika Bajaj,21,5,1,7,1
2705,2705,Faras Mander,49,5,2,6,1
2706,2706,Indira Sridhar,58,9,1,7,2
2707,2707,Nandini Kulkarni,43,7,6,1,1
2708,2708,Jackson Sunder,62,2,1,4,1
2709,2709,Pranav Bhakta,53,6,2,7,1
2710,2710,Hardik Murthy,67,9,1,4,1
2711,2711,Niharika Yogi,73,6,3,6,1
2712,2712,Gabriel Bhasin,33,1,1,3,1
2713,2713,Vritti Buch,33,4,4,4,1
2714,2714,Manthan Sangha,30,4,1,3,2
2715,2715,Abeer Batta,31,9,1,1,2
2716,2716,Yuvraj Barad,34,2,4,4,1
2717,2717,Vritti Misra,75,2,1,7,2
2718,2718,Daksh Tata,39,2,1,7,1
2719,2719,Dominic Dalal,74,5,1,3,2
2720,2720,Manbir Shanker,68,7,6,6,2
2721,2721,Ishani Bhat,28,5,3,7,2
2722,2722,Xalak Swaminathan,36,7,1,1,2
2723,2723,Wakeeta Nadig,49,4,6,3,1
2724,2724,Mohini Mahal,22,5,1,5,1
2725,2725,Utkarsh Kari,70,6,3,2,1
2726,2726,Yashvi Kakar,31,9,1,2,2
2727,2727,Bishakha Manne,23,7,1,1,2
2728,2728,Bhavani Varty,25,6,1,6,2
2729,2729,Kritika Palla,48,2,1,6,2
2730,2730,Wriddhish Narasimhan,44,1,2,4,1
2731,2731,Shaurya Dasgupta,67,8,5,7,2
2732,2732,Ucchal Shah,75,6,1,1,2
2733,2733,Samaksh De,23,3,2,1,2
2734,2734,Ridhi Varughese,61,3,1,3,2
2735,2735,Zilmil Mital,60,4,1,7,2
2736,2736,Henry Mutti,63,7,1,6,1
2737,2737,Samarth Bobal,51,9,1,2,2
2738,2738,Lucky Chowdhury,33,7,1,3,1
2739,2739,Utkarsh Varghese,64,1,1,3,2
2740,2740,Lekha Grover,33,5,1,5,2
2741,2741,Gunbir Mukherjee,55,8,1,5,2
2742,2742,Sanya Borde,71,9,5,1,2
2743,2743,Radha Sethi,36,5,6,3,2
2744,2744,Aditya Chanda,36,9,6,6,1
2745,2745,Triya Prabhakar,68,3,1,6,1
2746,2746,Aarnav Sant,29,7,7,1,1
2747,2747,Guneet Prashad,43,9,1,2,2
2748,2748,Indira Bhalla,56,3,3,1,1
2749,2749,Rachita Sharaf,34,5,7,7,1
2750,2750,Triveni Singh,70,3,6,7,1
2751,2751,Mason Vaidya,29,9,1,6,1
2752,2752,Neha Wali,57,1,1,1,2
2753,2753,Dhruv Nair,67,5,1,3,1
2754,2754,Sneha Doshi,34,1,1,7,2
2755,2755,Eshana Bhalla,59,4,3,7,1
2756,2756,Frederick Kapoor,21,9,1,2,1
2757,2757,Atharv Majumdar,46,7,2,7,1
2758,2758,Dhruv Narasimhan,19,8,3,1,1
2759,2759,Pushti Sandhu,22,4,2,3,1
2760,2760,Ayushman Oommen,69,1,1,5,1
2761,2761,Daniel Hora,63,3,6,1,1
2762,2762,Daksha Sidhu,48,8,1,5,1
2763,2763,Laban Raval,27,6,1,7,1
2764,2764,Pahal Toor,71,3,1,7,2
2765,2765,Harinakshi Sood,58,6,2,5,1
2766,2766,Warda Kibe,25,9,1,7,2
2767,2767,Vasudha Sankaran,35,1,1,1,1
2768,2768,Udant Prakash,28,2,1,5,2
2769,2769,Nathaniel Venkataraman,42,9,3,7,2
2770,2770,Darpan Pillai,58,2,6,3,1
2771,2771,Rudra Deshmukh,64,6,4,1,2
2772,2772,Warjas Sarraf,43,1,5,7,1
2773,2773,Gaurangi Kothari,44,6,1,6,2
2774,2774,Falak Rajagopal,29,2,1,5,2
2775,2775,Sara Borde,23,9,1,3,2
2776,2776,Harini Borde,23,7,1,3,2
2777,2777,Qasim Sundaram,48,2,2,6,2
2778,2778,Jagvi Puri,28,8,4,5,2
2779,2779,Om Wadhwa,51,8,1,4,2
2780,2780,Samarth Ratta,56,2,1,3,1
2781,2781,Warhi Saha,46,4,1,1,1
2782,2782,Vinaya Narayan,62,4,1,5,2
2783,2783,Patrick Dalal,44,3,2,6,1
2784,2784,Arya Shere,58,7,6,4,1
2785,2785,Dayamai Ram,75,1,2,4,1
2786,2786,Ishaan Sem,21,9,1,7,1
2787,2787,Tejas Bajwa,73,1,1,5,2
2788,2788,Anirudh Boase,58,3,4,5,2
2789,2789,Saumya Balay,23,8,7,2,1
2790,2790,Balendra Shroff,50,6,1,5,1
2791,2791,Janani Bala,34,6,3,1,2
2792,2792,Anita Purohit,56,1,1,2,2
2793,2793,Timothy Dass,74,9,1,3,1
2794,2794,Dayamai Chander,32,7,5,7,2
2795,2795,Vasana Mall,53,7,1,5,2
2796,2796,Qushi Venkataraman,70,5,2,2,1
2797,2797,Kamala Patel,45,5,3,2,1
2798,2798,Omkaar Agate,72,4,3,3,1
2799,2799,Tanmayi Oza,43,1,7,5,1
2800,2800,Maanav Varma,28,9,3,7,1
2801,2801,Aarush Kurian,67,8,4,6,1
2802,2802,Luke Singh,27,7,2,4,2
2803,2803,Chandran Dhillon,63,1,1,6,1
2804,2804,Aryan Verma,23,8,2,3,2
2805,2805,Ria Merchant,43,5,1,2,1
2806,2806,Oscar Patil,48,1,1,4,2
2807,2807,Amaira Balay,52,8,1,5,2
2808,2808,Atharv Gade,19,2,2,5,1
2809,2809,Ubika Parekh,36,3,5,3,1
2810,2810,Maanas Verma,75,3,1,5,2
2811,2811,Ikshita Grewal,58,4,1,3,1
2812,2812,Utkarsh Vyas,70,7,1,1,2
2813,2813,Vedhika Memon,64,2,4,3,2
2814,2814,Warhi Samra,35,5,1,6,1
2815,2815,Nilima Karan,51,4,6,4,1
2816,2816,Vivaan Morar,32,4,1,5,2
2817,2817,Leena Chada,45,2,2,5,2
2818,2818,Abhimanyu Dutta,69,9,2,7,1
2819,2819,Zashil Kale,47,9,1,3,1
2820,2820,Dhruv Chopra,51,7,1,4,2
2821,2821,Devika Dara,19,6,1,5,1
2822,2822,Patrick Ravel,52,7,6,6,1
2823,2823,Advaith Venkataraman,20,3,5,4,2
2824,2824,Neelima Goyal,30,2,5,7,2
2825,2825,Bahadurjit Shankar,73,9,1,5,1
2826,2826,Ranveer Seth,43,6,1,1,2
2827,2827,Faris Ratti,67,2,4,2,2
2828,2828,Karan Edwin,57,9,3,6,2
2829,2829,Dev Reddy,51,3,1,4,1
2830,2830,Urvashi Verma,44,3,2,6,1
2831,2831,Azaan Kothari,55,1,1,2,2
2832,2832,Sachi Kant,45,1,2,5,1
2833,2833,Zaid Nadig,50,6,1,3,2
2834,2834,Harini Sankaran,58,4,3,7,1
2835,2835,Aadi Kumer,64,1,1,1,1
2836,2836,Sanya Mohanty,71,8,3,7,1
2837,2837,Pavani Boase,36,8,4,5,2
2838,2838,Jagvi Som,47,8,4,2,1
2839,2839,Frederick Tripathi,24,9,1,4,1
2840,2840,Vasatika Tandon,41,7,1,3,1
2841,2841,Amruta Loke,18,2,3,2,1
2842,2842,Varenya Varughese,62,6,1,5,1
2843,2843,Sathvik Edwin,56,8,1,2,1
2844,2844,Alexander Viswanathan,51,3,1,3,1
2845,2845,Samuel Buch,33,3,1,2,2
2846,2846,Netra Prakash,53,9,1,7,2
2847,2847,Aarush Om,40,8,1,7,1
2848,2848,Nikita Bhavsar,58,8,2,2,1
2849,2849,Bishakha Prasad,51,3,1,6,2
2850,2850,Maya Badal,57,5,1,1,2
2851,2851,Ekaja Varughese,64,3,3,4,2
2852,2852,Nitesh Dugar,64,4,2,2,1
2853,2853,Vedhika Deep,24,9,3,3,1
2854,2854,Hardik Keer,23,5,1,1,1
2855,2855,Kevin Madan,51,4,1,6,1
2856,2856,Chanchal Jani,47,7,1,6,1
2857,2857,Lipika Ram,63,9,1,7,1
2858,2858,Zilmil Srinivas,61,5,6,5,1
2859,2859,Bishakha Lad,29,5,7,1,2
2860,2860,Lakshit Pathak,68,9,5,6,2
2861,2861,Vaishnavi Malhotra,39,2,1,7,1
2862,2862,Azaan Kari,74,7,1,5,2
2863,2863,Hitesh Halder,74,5,3,1,2
2864,2864,Vanya Modi,42,2,5,5,2
2865,2865,Upkaar Ramanathan,70,1,7,2,2
2866,2866,Chavvi Bala,67,4,2,3,1
2867,2867,Chameli Luthra,66,5,2,1,1
2868,2868,Aachal Tripathi,61,7,1,1,2
2869,2869,Ekanta Bal,23,5,7,7,2
2870,2870,Charita Atwal,33,4,2,6,1
2871,2871,Varsha Sen,42,5,2,3,1
2872,2872,Anmol Chander,45,8,1,6,1
2873,2873,Damyanti Bhatnagar,18,9,2,7,1
2874,2874,Simon Kumer,53,2,1,1,2
2875,2875,Joshua Bhatia,40,9,3,3,2
2876,2876,Shivansh Nath,23,7,1,3,2
2877,2877,Yuvraj Toor,65,3,4,1,2
2878,2878,Abha Ben,48,6,6,2,2
2879,2879,Gopal Palla,44,5,3,1,1
2880,2880,Amol Nagi,37,6,1,6,1
2881,2881,Isha Batta,71,2,1,2,1
2882,2882,Avi Barad,40,8,7,3,1
2883,2883,Widisha Prabhu,75,9,2,7,1
2884,2884,Yamini Trivedi,67,7,7,5,1
2885,2885,Advik Bobal,21,8,1,3,1
2886,2886,Shravya Master,32,5,1,6,1
2887,2887,Ishanvi Venkatesh,53,7,1,3,2
2888,2888,Vedika Om,41,8,2,6,2
2889,2889,Oliver Barman,64,6,1,1,1
2890,2890,Faris Acharya,61,2,5,5,1
2891,2891,Rachita Butala,41,6,1,3,1
2892,2892,Abdul Borra,75,1,2,1,1
2893,2893,Shivansh Barad,75,7,5,7,2
2894,2894,Charita Raja,37,1,2,6,1
2895,2895,Vyanjana Setty,58,3,4,3,1
2896,2896,Mahika Madan,22,6,3,4,1
2897,2897,Ekaja Mammen,42,1,1,1,1
2898,2898,Bhavya Mutti,46,7,6,6,1
2899,2899,Bachittar Agate,22,5,2,1,1
2900,2900,Gaurav Samra,46,5,2,5,1
2901,2901,Yashica Gade,26,7,1,2,1
2902,2902,Farhan Chhabra,57,4,3,2,2
2903,2903,Sudiksha Sagar,29,3,4,4,2
2904,2904,Elijah Arora,52,3,5,5,1
2905,2905,Harrison Mannan,23,8,7,5,2
2906,2906,Quincy Oza,33,5,1,2,1
2907,2907,Gaurang Rama,52,7,2,5,2
2908,2908,Anay Pandit,50,3,2,1,1
2909,2909,Omya Borra,31,5,1,2,2
2910,2910,Mitali Bera,18,9,4,4,1
2911,2911,Maanav Menon,54,7,1,4,2
2912,2912,Bina Khurana,43,6,1,2,1
2913,2913,Hemang Salvi,24,3,1,1,1
2914,2914,Krishna Dey,54,8,1,7,1
2915,2915,Riya Krishnan,33,8,1,7,2
2916,2916,Zaitra Narula,69,2,1,1,1
2917,2917,Chameli Narang,19,1,1,2,1
2918,2918,Vedhika Sagar,45,7,4,5,2
2919,2919,Praneel Shan,39,8,7,4,2
2920,2920,Lila Aurora,59,7,7,1,2
2921,2921,Bachittar Chaudhry,43,8,1,5,2
2922,2922,Krish Shanker,30,3,1,6,2
2923,2923,Vinaya Krishnan,43,9,2,3,2
2924,2924,Advika Chatterjee,39,6,1,4,2
2925,2925,Zayan Nagy,30,3,1,2,2
2926,2926,Abhiram Patla,63,8,2,1,2
2927,2927,Aadi Acharya,30,3,4,3,1
2928,2928,Samarth Sibal,18,7,4,5,1
2929,2929,Jonathan Sha,61,7,1,7,2
2930,2930,Damini Ganesh,22,1,2,1,1
2931,2931,Victor Khatri,70,2,1,7,1
2932,2932,Vinaya Pau,52,7,1,7,1
2933,2933,Anvi Narasimhan,33,7,1,3,1
2934,2934,Veda Madan,27,2,1,2,1
2935,2935,Hiral Zachariah,52,8,2,4,1
2936,2936,Ganga Padmanabhan,66,3,7,3,2
2937,2937,Lajita Dua,21,9,1,2,1
2938,2938,Saumya Dewan,75,9,1,3,1
2939,2939,Chatura Wali,38,9,1,3,1
2940,2940,Omisha Krish,36,7,1,5,1
2941,2941,Yachana Srinivasan,64,5,1,5,2
2942,2942,Aryan Sandhu,56,7,1,3,2
2943,2943,Yashvi Solanki,64,9,1,7,1
2944,2944,Sai Upadhyay,24,5,2,2,1
2945,2945,Deepa Prabhu,59,6,1,2,2
2946,2946,Eshana Mammen,42,9,1,1,2
2947,2947,Chaitaly Hari,55,8,2,4,2
2948,2948,Aarna Kapoor,71,2,1,4,2
2949,2949,Tripti Rajagopal,38,8,3,4,1
2950,2950,Ekalinga Sekhon,69,9,1,2,1
2951,2951,Kamala Nagar,68,6,3,2,2
2952,2952,Gayathri Pillai,72,2,1,7,2
2953,2953,Utkarsh Banerjee,72,1,2,5,1
2954,2954,Shravya Kadakia,40,7,1,3,1
2955,2955,Harsh Rajagopal,41,2,1,6,1
2956,2956,Sai Desai,19,8,1,6,2
2957,2957,Aarnav Sundaram,35,7,1,7,2
2958,2958,Ati Sagar,31,2,1,4,1
2959,2959,Mitali Mall,62,5,1,6,2
2960,2960,Vedant Panchal,19,4,1,3,1
2961,2961,Gauri Mani,61,1,1,4,1
2962,2962,Nidra Bose,30,8,3,3,2
2963,2963,Balendra Prasad,59,5,2,7,1
2964,2964,Abha Kadakia,30,4,3,6,1
2965,2965,Hemani Parsa,72,8,1,3,1
2966,2966,Atharv Chauhan,42,1,2,4,2
2967,2967,Watika Deol,47,3,3,3,2
2968,2968,Pushti Singh,22,5,2,2,2
2969,2969,Ikbal Deol,64,8,2,5,2
2970,2970,Onkar Mani,56,8,1,7,1
2971,2971,Warinder Natarajan,74,3,1,4,2
2972,2972,Nikita Sura,33,2,2,1,1
2973,2973,Chatura Ramanathan,37,2,1,6,1
2974,2974,Raghav Dara,39,4,5,6,2
2975,2975,Ekani Singhal,60,8,1,1,2
2976,2976,Ronith Vig,28,9,3,7,2
2977,2977,Onveer Mukhopadhyay,19,1,3,2,2
2978,2978,Tripti Mallick,22,7,1,2,1
2979,2979,Harini Subramaniam,32,7,1,1,1
2980,2980,Qabil Halder,32,4,2,6,2
2981,2981,Rajata Mitter,24,5,6,1,2
2982,2982,Lajita Patil,65,3,1,1,1
2983,2983,Indrajit Bhatia,56,8,6,4,2
2984,2984,Sanaya Salvi,69,1,2,3,1
2985,2985,Arjun Sani,63,8,3,4,1
2986,2986,Ekavir Pai,61,2,1,7,2
2987,2987,Ayushman Patla,41,1,1,3,1
2988,2988,Lakshmi Mannan,56,5,7,2,2
2989,2989,Ikbal Deshmukh,61,6,5,4,1
2990,2990,Atharv Mammen,44,6,3,4,1
2991,2991,Bimala Bhalla,54,1,6,3,1
2992,2992,Falan Balakrishnan,33,2,2,3,1
2993,2993,Teerth Chakrabarti,26,5,3,1,1
2994,2994,Vedant Pai,42,9,2,4,1
2995,2995,Amaira Deep,22,6,7,4,2
2996,2996,Radha Ghosh,49,1,4,7,2
2997,2997,Maya Cheema,19,7,1,1,2
2998,2998,Jairaj Banik,62,8,1,7,1
2999,2999,Anmol Varughese,55,1,2,2,1
3000,3000,Daniel Bal,29,7,2,7,2
3001,3001,Aarini Doctor,21,3,2,7,2
3002,3002,Meera Sarkar,68,1,1,7,2
3003,3003,Anirudh Sandhu,43,6,1,2,1
3004,3004,Yahvi Kapoor,20,8,1,2,1
