EmployeeID,DistrictID,UnitID,RankID,DesignationID,KGID,FirstName,EmployeeDOB,GenderID,BloodGroupID,PhysicallyChallenged,AppointmentDate
337,11,30,1,5,KGID100337,Jason,1999-10-16,2,2,False,2020-06-03
338,11,30,3,5,KGID100338,Gavin,1990-01-21,1,5,False,2015-02-17
339,11,30,1,6,KGID100339,Ansh,1969-03-30,1,3,False,2006-03-12
340,11,30,3,5,KGID100340,Jeremiah,1994-04-13,1,1,False,2002-06-22
341,11,30,1,1,KGID100341,Sarthak,1987-06-18,2,5,False,2020-02-06
342,11,30,5,4,KGID100342,Viraj,1978-09-11,1,1,False,2000-10-19
343,11,30,3,3,KGID100343,Aarnav,1976-12-13,1,5,False,2025-01-21
344,11,30,5,6,KGID100344,Kalpit,1985-11-21,1,8,False,2019-09-05
345,11,30,1,4,KGID100345,Imaran,1989-12-31,1,8,False,1997-04-09
346,11,30,3,3,KGID100346,Alexander,1979-09-15,2,6,False,2019-05-22
347,12,31,9,2,KGID100347,Ekiya,1968-01-22,2,2,False,2004-03-20
348,12,31,2,3,KGID100348,Jonathan,1992-09-28,1,3,False,2011-10-12
349,12,31,1,4,KGID100349,Devansh,1983-09-19,2,7,False,2019-01-31
350,12,31,6,2,KGID100350,Yochana,1987-09-16,2,6,False,2009-08-18
351,12,31,1,5,KGID100351,Timothy,1999-09-02,1,5,False,1997-10-12
352,12,31,1,4,KGID100352,Charvi,1983-02-05,1,4,False,2024-06-23
353,12,31,2,1,KGID100353,Darsh,2001-06-23,1,8,False,2021-02-03
354,12,31,1,1,KGID100354,Pooja,1990-11-07,1,5,False,2010-09-27
355,12,31,5,3,KGID100355,Sachi,1970-01-08,1,1,False,1998-11-12
356,12,31,1,5,KGID100356,Manbir,1969-10-03,1,7,False,2004-06-30
357,12,31,5,3,KGID100357,Ekta,1980-06-22,2,2,False,2013-11-05
358,12,31,1,3,KGID100358,Chaitaly,1982-12-13,2,6,False,2014-01-29
359,12,31,2,2,KGID100359,Hardik,1994-06-28,1,7,False,1999-11-03
360,12,32,1,6,KGID100360,Tanveer,1982-02-23,1,8,False,2022-04-11
361,12,32,1,5,KGID100361,Odika,1979-01-18,1,6,False,2009-09-03
362,12,32,10,6,KGID100362,Ojasvi,1992-05-01,2,6,False,2005-08-02
363,12,32,3,4,KGID100363,Dhriti,1990-02-19,1,5,False,2007-05-18
364,12,32,1,3,KGID100364,Michael,1990-11-16,1,7,False,2010-04-11
365,12,32,5,6,KGID100365,Gavin,1995-10-21,2,1,False,1999-03-24
366,12,32,1,6,KGID100366,Gopal,1992-11-03,2,4,False,2007-05-01
367,12,32,3,2,KGID100367,Kalpit,1986-06-10,1,7,False,2013-07-12
368,13,33,1,6,KGID100368,Forum,1990-04-21,1,1,False,2008-06-08
369,13,33,2,4,KGID100369,Pallavi,1997-01-14,1,7,False,2017-06-07
370,13,33,3,4,KGID100370,Bhavna,1987-12-09,2,1,False,2006-09-20
371,13,33,3,5,KGID100371,Yashica,1974-10-04,1,8,False,2015-07-27
372,13,33,2,2,KGID100372,Udarsh,1996-05-01,1,6,False,2006-09-04
373,13,33,4,7,KGID100373,Jhalak,1971-06-06,1,5,False,2004-08-07
374,13,33,1,2,KGID100374,Upkaar,1994-12-20,1,5,False,2021-01-11
375,13,33,9,3,KGID100375,Atharv,1988-03-25,2,4,False,2015-08-07
376,13,33,2,4,KGID100376,Amara,1968-07-04,1,5,False,2004-06-12
377,13,33,3,5,KGID100377,Dayamai,1998-11-09,1,7,False,2006-09-14
378,13,33,8,7,KGID100378,Pratyush,1997-02-05,1,1,False,2012-12-11
379,13,34,2,4,KGID100379,Nandini,1969-11-21,1,8,False,2018-01-04
380,13,34,5,3,KGID100380,Azaan,1970-08-23,2,5,False,2011-11-27
381,13,34,3,5,KGID100381,Krisha,1981-10-18,1,1,False,2006-05-29
382,13,34,3,6,KGID100382,Kala,1978-02-13,1,2,False,2005-12-05
383,13,34,4,1,KGID100383,Frado,1997-07-23,1,3,True,2001-01-12
384,13,34,3,2,KGID100384,Chandran,1990-06-10,1,8,False,2004-05-31
385,13,34,1,3,KGID100385,Panini,1984-01-14,1,1,False,2009-05-05
386,13,34,1,5,KGID100386,Anjali,1974-11-08,1,1,False,2011-05-19
387,13,34,1,7,KGID100387,Hemani,1982-02-21,1,1,False,2004-09-26
388,13,35,5,2,KGID100388,Vidhi,1985-06-09,2,5,False,2005-06-19
389,13,35,1,5,KGID100389,Thomas,1980-12-17,1,6,False,2013-11-26
390,13,35,9,5,KGID100390,Abhimanyu,1974-06-22,1,3,False,2023-12-08
391,13,35,2,2,KGID100391,Laksh,1993-07-04,2,6,False,2004-11-30
392,13,35,2,3,KGID100392,Jagdish,1967-10-14,1,1,False,2018-03-09
393,13,35,5,5,KGID100393,Parth,1971-12-01,1,4,False,2011-12-20
394,13,35,6,4,KGID100394,Victor,1984-07-13,2,6,False,2020-09-08
395,13,35,4,2,KGID100395,Irya,1969-12-22,2,8,False,2021-07-06
396,13,35,1,3,KGID100396,Brijesh,1982-05-10,1,8,False,2009-11-08
397,13,35,8,3,KGID100397,Faras,1996-11-01,1,1,False,2013-03-21
398,13,35,2,2,KGID100398,Nidhi,1991-08-25,1,2,False,2008-08-20
399,13,35,1,6,KGID100399,Ishwar,1981-04-18,1,5,False,2024-07-16
400,13,35,3,3,KGID100400,Onveer,1994-10-08,1,4,False,2014-06-13
401,13,35,1,2,KGID100401,Janaki,1970-07-09,1,6,False,2021-01-04
402,14,36,5,7,KGID100402,Yagnesh,1982-05-03,1,4,False,2008-02-19
403,14,36,4,5,KGID100403,Farhan,1980-12-24,2,2,False,2005-07-09
404,14,36,3,3,KGID100404,Harinakshi,1975-01-21,1,2,False,2019-02-12
405,14,36,3,5,KGID100405,Faraj,1984-11-17,1,3,False,1999-10-30
406,14,36,6,4,KGID100406,Yashvi,1974-02-12,1,4,False,2019-01-12
407,14,36,2,5,KGID100407,Indali,1992-04-03,1,1,False,2020-04-09
408,14,36,3,4,KGID100408,Manbir,1975-07-23,1,8,False,2000-10-08
409,14,36,2,1,KGID100409,Rudra,1973-06-03,1,1,False,2000-12-15
410,14,36,3,1,KGID100410,Faqid,1973-07-18,1,2,False,2018-12-08
411,14,36,1,1,KGID100411,Wakeeta,1983-04-19,2,8,False,2012-11-14
412,14,36,2,7,KGID100412,Saumya,1990-09-06,1,7,False,2022-02-06
413,14,36,6,4,KGID100413,Ekantika,1996-11-28,2,7,False,2014-09-17
414,14,36,4,6,KGID100414,Matthew,1982-06-23,2,3,False,2010-02-13
415,14,36,2,2,KGID100415,Chavvi,1994-08-07,2,7,False,2013-09-03
416,14,36,4,2,KGID100416,Indira,1984-10-09,2,1,False,2005-07-10
417,14,37,4,5,KGID100417,Siya,1968-10-20,1,7,False,2007-03-20
418,14,37,1,3,KGID100418,Bhavini,1970-02-17,1,4,False,2021-08-02
419,14,37,4,1,KGID100419,Gautam,1988-06-07,1,7,False,2011-03-24
420,14,37,7,1,KGID100420,Turvi,1987-04-04,1,2,False,2024-03-12
421,14,37,1,5,KGID100421,Benjamin,1982-10-25,1,1,False,2020-01-03
422,14,37,1,4,KGID100422,Raghav,1978-06-16,1,4,False,2010-04-25
423,14,37,5,2,KGID100423,Matthew,2000-02-01,1,5,False,2009-08-02
424,14,37,7,5,KGID100424,Hemal,2000-12-04,1,6,False,1998-12-20
425,14,37,6,6,KGID100425,Orinder,1968-11-08,1,7,False,2017-01-16
426,14,37,1,5,KGID100426,Reva,1985-05-05,2,3,False,2014-03-17
427,14,37,2,4,KGID100427,Januja,1980-03-14,1,6,False,2004-09-22
428,14,37,4,7,KGID100428,Nilima,1993-11-09,1,7,False,2016-03-17
429,14,37,1,2,KGID100429,Charles,1994-05-11,2,8,False,2015-04-18
430,14,37,1,7,KGID100430,Dominic,1978-09-25,1,8,False,2012-09-13
431,14,37,3,4,KGID100431,Libni,1977-03-08,1,3,False,2017-07-05
432,14,38,1,6,KGID100432,Mason,1978-11-10,1,8,False,2013-06-03
433,14,38,1,6,KGID100433,Lohit,1998-09-11,2,1,False,2005-07-08
434,14,38,4,5,KGID100434,Manya,1971-11-28,1,2,False,2017-01-28
435,14,38,5,6,KGID100435,Frado,1978-01-18,1,4,False,2007-06-12
436,14,38,6,3,KGID100436,Falguni,1995-03-04,1,1,False,2015-12-15
437,14,38,1,6,KGID100437,Girik,1989-06-27,1,8,False,2008-10-19
438,14,38,4,6,KGID100438,Janaki,1968-02-22,1,4,False,2005-06-24
439,14,38,5,4,KGID100439,Tanish,1979-02-21,1,6,False,2018-09-28
440,14,38,2,4,KGID100440,Rehaan,1975-03-24,1,8,False,2000-07-06
441,14,38,2,2,KGID100441,Faras,1977-07-31,1,7,False,2019-05-18
442,14,38,6,6,KGID100442,Yashica,1993-09-25,1,5,False,2020-09-27
443,14,38,3,6,KGID100443,Baljiwan,1990-01-11,1,3,False,2021-12-08
444,15,39,2,7,KGID100444,Karan,1987-10-31,1,6,False,2000-12-29
445,15,39,5,6,KGID100445,Pratyush,1995-10-16,1,8,False,2018-11-19
446,15,39,4,3,KGID100446,Noah,1992-01-17,1,8,False,1997-10-15
447,15,39,6,6,KGID100447,Janya,1990-07-09,2,1,False,2003-05-30
448,15,39,1,7,KGID100448,Sachi,1988-04-13,1,1,False,2018-05-05
449,15,39,5,2,KGID100449,Saumya,1975-06-25,1,3,True,2003-06-17
450,15,39,3,3,KGID100450,Upasna,1998-04-05,1,8,False,2002-02-24
451,15,39,1,5,KGID100451,Ridhi,1983-03-22,1,1,True,2004-09-10
452,15,39,4,5,KGID100452,Lavanya,1984-08-15,2,1,False,2008-08-30
453,15,39,4,4,KGID100453,Neel,1995-04-19,2,3,False,2019-10-04
454,15,39,1,2,KGID100454,Lakshit,1997-03-16,1,5,False,1998-01-13
455,15,40,5,1,KGID100455,Vasana,1997-03-30,1,7,False,2012-08-08
456,15,40,1,6,KGID100456,Harshil,1991-09-17,1,2,False,2011-06-26
457,15,40,6,7,KGID100457,Jeet,1977-03-20,1,7,False,2018-08-26
458,15,40,3,1,KGID100458,Anjali,1982-10-20,1,3,False,2011-05-30
459,15,40,5,6,KGID100459,Rajeshri,1970-08-22,2,2,False,2022-12-05
460,15,40,7,2,KGID100460,Shravya,1997-08-08,1,8,False,2023-07-04
461,15,40,7,6,KGID100461,Oeshi,1969-05-02,2,1,False,2011-01-30
462,15,40,6,1,KGID100462,Warinder,1980-08-26,2,3,False,1998-11-21
463,15,40,4,4,KGID100463,Udarsh,1968-06-25,2,5,False,2023-07-08
464,15,40,1,7,KGID100464,Gautami,1994-06-07,2,6,False,2000-07-06
465,15,40,4,7,KGID100465,Bhavini,1998-09-19,2,2,False,2010-03-23
466,15,40,9,1,KGID100466,Liam,1993-04-29,1,4,False,2010-02-15
467,16,41,3,5,KGID100467,Abdul,1998-04-28,2,7,False,1997-01-27
468,16,41,2,6,KGID100468,Tanveer,1995-11-30,1,8,False,2012-06-08
469,16,41,2,4,KGID100469,Pallavi,1971-04-21,1,7,False,2004-11-16
470,16,41,3,7,KGID100470,Charvi,1971-09-01,1,2,False,2003-06-09
471,16,41,1,6,KGID100471,Tanvi,1969-08-29,2,3,False,2020-10-14
472,16,41,2,1,KGID100472,Xalak,1987-10-24,1,5,False,1996-12-31
473,16,41,5,1,KGID100473,Yutika,1987-01-28,1,3,False,2017-05-11
474,16,41,3,5,KGID100474,Bishakha,1982-02-12,1,1,False,2014-05-09
475,16,41,3,5,KGID100475,Wridesh,1986-12-05,1,6,False,2001-12-15
476,16,41,1,4,KGID100476,Frederick,1985-04-28,1,2,False,2006-12-24
477,16,41,3,2,KGID100477,Yashica,1994-04-06,1,3,False,2011-03-30
478,16,41,1,3,KGID100478,Anmol,1980-10-19,1,8,False,2010-02-26
479,16,41,1,3,KGID100479,Lila,2000-11-17,1,8,False,2003-11-17
480,16,42,1,2,KGID100480,Amol,1979-08-31,1,8,False,1998-06-25
481,16,42,1,1,KGID100481,Wridesh,1992-06-11,1,1,False,2014-09-28
482,16,42,2,5,KGID100482,Gaurangi,1972-01-22,1,6,False,2006-09-27
483,16,42,2,7,KGID100483,Hamsini,1995-03-08,2,3,False,2001-08-07
484,16,42,3,6,KGID100484,Ucchal,2000-11-14,1,6,False,2010-05-26
485,16,42,2,3,KGID100485,Qabil,1995-02-11,1,8,False,1998-05-09
486,16,42,5,3,KGID100486,Tanvi,1968-10-12,1,7,False,2002-05-15
487,16,42,7,2,KGID100487,Ryan,1997-08-22,1,3,False,2005-09-03
488,16,42,3,6,KGID100488,Dayita,1985-01-17,1,4,False,2025-03-16
489,16,42,1,6,KGID100489,Urvashi,1976-02-19,1,7,False,2018-05-14
490,16,42,1,3,KGID100490,Rayaan,1977-04-02,1,3,False,2021-07-10
491,16,42,5,1,KGID100491,Champak,1996-12-17,1,8,False,2006-02-23
492,16,42,3,7,KGID100492,Jeet,1994-09-14,1,1,False,2009-03-12
493,16,43,4,7,KGID100493,Mugdha,1992-10-18,1,2,False,2022-06-20
494,16,43,1,6,KGID100494,Libni,1979-01-19,1,1,False,2001-12-09
495,16,43,3,6,KGID100495,Widisha,1980-01-06,1,6,False,2019-08-23
496,16,43,2,1,KGID100496,Amara,1994-10-06,1,4,False,2017-08-10
497,16,43,3,5,KGID100497,Farhan,1982-03-01,1,4,False,2025-05-19
498,16,43,2,7,KGID100498,Pranit,1986-01-26,1,3,False,2005-11-02
499,16,43,1,1,KGID100499,Fariq,1978-09-03,1,2,False,2005-02-04
500,16,43,8,2,KGID100500,Sanaya,1988-01-05,1,6,False,2008-11-17
501,16,43,1,4,KGID100501,Sachi,1979-06-23,1,2,False,1997-10-01
502,16,43,4,3,KGID100502,Ira,1988-06-05,1,1,False,2009-02-18
503,16,43,1,7,KGID100503,Dakshesh,1970-01-27,1,2,False,2015-01-04
504,16,43,1,6,KGID100504,Januja,1984-12-20,1,3,False,2018-04-08
505,16,43,2,4,KGID100505,Nathaniel,1999-12-02,2,4,False,2000-08-30
506,17,44,1,6,KGID100506,Raksha,1968-09-15,1,1,False,1998-06-22
507,17,44,6,4,KGID100507,Jeevika,1979-11-02,1,7,True,2024-01-21
508,17,44,1,3,KGID100508,Bachittar,1988-02-05,2,2,False,2016-03-19
509,17,44,5,5,KGID100509,Kamala,1980-03-04,1,6,False,2018-08-26
510,17,44,1,6,KGID100510,Laksh,1985-07-11,2,6,False,2008-01-24
511,17,44,3,5,KGID100511,Arya,1976-01-04,1,6,False,1999-10-24
512,17,44,3,7,KGID100512,Quincy,1984-06-28,1,5,False,2007-09-29
513,17,44,3,6,KGID100513,Jacob,1976-06-04,1,2,False,2004-01-26
514,17,44,1,3,KGID100514,Sanaya,1974-10-26,1,7,False,2014-04-08
515,17,44,1,4,KGID100515,Vritti,1974-05-01,1,8,False,2000-06-16
516,17,45,3,4,KGID100516,Ethan,1982-11-22,1,3,False,2022-08-01
517,17,45,2,1,KGID100517,Sai,2001-06-07,2,1,False,2020-01-10
518,17,45,1,4,KGID100518,Ekaja,1990-03-25,2,8,False,2017-02-05
519,17,45,2,6,KGID100519,Bina,1997-10-30,2,8,False,2021-03-18
520,17,45,3,7,KGID100520,Owen,1994-07-05,2,5,False,2011-04-11
521,17,45,1,3,KGID100521,Jairaj,2001-01-07,1,8,False,2019-06-29
522,17,45,5,4,KGID100522,Warjas,1994-05-25,1,2,False,1997-04-14
523,17,45,1,5,KGID100523,Jyoti,1983-06-01,2,6,False,2025-01-11
524,17,45,5,7,KGID100524,Kai,1988-04-30,1,4,False,1999-01-09
525,17,45,1,7,KGID100525,Dayamai,1981-01-22,1,4,False,2017-04-24
526,17,46,2,3,KGID100526,Varenya,1985-05-25,2,2,False,2018-10-29
527,17,46,10,7,KGID100527,Ethan,1971-10-14,2,4,False,2005-09-18
528,17,46,3,3,KGID100528,Ethan,1982-10-28,2,7,False,2016-03-30
529,17,46,1,2,KGID100529,Hemangini,1971-11-20,2,1,False,2020-07-25
530,17,46,3,5,KGID100530,Qabil,1993-08-18,1,6,False,2000-04-06
531,17,46,1,5,KGID100531,Yadavi,1998-06-28,1,2,False,1998-02-16
532,17,46,5,4,KGID100532,Jeet,1985-02-20,2,5,False,2005-05-05
533,17,46,1,7,KGID100533,Neel,1978-06-30,1,3,False,2017-02-03
534,17,47,5,6,KGID100534,Hiral,1999-09-27,1,3,False,2011-07-28
535,17,47,1,4,KGID100535,Bhanumati,1996-04-14,1,2,False,2003-10-16
536,17,47,6,1,KGID100536,Anvi,1971-10-12,1,5,False,2005-04-21
537,17,47,6,4,KGID100537,Girik,1984-08-11,2,6,False,2001-05-31
538,17,47,6,7,KGID100538,Mitesh,1973-05-06,1,8,False,2014-08-19
539,17,47,4,7,KGID100539,Geetika,1996-03-03,1,7,False,2012-11-12
540,17,47,2,2,KGID100540,Ayush,1970-04-14,1,6,False,2024-01-12
541,17,47,2,5,KGID100541,Alka,1989-08-30,1,8,False,2018-10-06
542,17,47,6,7,KGID100542,Omaja,1988-07-16,1,2,False,1997-05-26
543,17,47,5,1,KGID100543,Bimala,1989-05-07,1,3,False,2005-04-13
544,17,47,1,4,KGID100544,Yash,1994-11-19,1,3,False,2016-05-21
545,17,48,1,3,KGID100545,Chameli,1982-12-11,1,6,False,2016-06-28
546,17,48,2,6,KGID100546,Nakul,1982-06-21,1,7,False,2010-07-26
547,17,48,4,7,KGID100547,Samar,1979-02-02,1,2,False,2000-09-08
548,17,48,1,4,KGID100548,Eiravati,1992-06-27,1,4,False,2021-06-26
549,17,48,2,1,KGID100549,Mohini,1971-12-20,1,2,False,2007-04-08
550,17,48,2,2,KGID100550,Hitesh,1978-05-17,1,4,False,2010-01-18
551,17,48,4,1,KGID100551,Amara,1982-10-23,1,6,False,2000-08-10
552,17,48,1,7,KGID100552,Chandresh,1977-05-23,2,3,False,2007-08-30
553,17,48,4,1,KGID100553,Omya,1975-12-19,1,1,False,2021-08-13
554,17,48,1,3,KGID100554,Nathaniel,1995-03-08,1,3,False,2023-08-08
555,17,48,3,4,KGID100555,Dhriti,1973-12-23,2,2,False,2001-02-21
556,17,48,1,1,KGID100556,Yutika,1983-05-25,1,7,False,2022-01-06
557,18,49,2,2,KGID100557,Widisha,1968-04-23,1,2,False,2023-12-07
558,18,49,3,6,KGID100558,Yashasvi,1983-01-26,1,1,False,2003-07-03
559,18,49,4,3,KGID100559,Ira,1969-03-06,1,4,False,2004-09-06
560,18,49,1,1,KGID100560,Upma,1977-03-28,2,4,False,1996-10-04
561,18,49,1,4,KGID100561,Hritik,1982-03-05,1,2,False,2022-02-10
562,18,49,9,3,KGID100562,Jasmit,1993-06-30,2,3,False,2007-02-19
563,18,49,5,4,KGID100563,Nandini,1969-04-06,1,3,False,2012-10-24
564,18,49,8,7,KGID100564,Janani,1986-05-02,1,2,True,1998-08-27
565,18,49,1,1,KGID100565,Yamini,1982-11-01,2,7,False,2012-06-20
566,18,49,3,5,KGID100566,Jagat,1971-11-24,2,7,False,1999-04-30
567,18,49,1,5,KGID100567,Kashvi,1994-07-20,1,3,False,2006-05-10
568,18,49,2,5,KGID100568,Jasmit,1993-03-11,2,3,False,2002-04-18
569,18,49,2,6,KGID100569,Yashodhara,1981-03-03,2,2,False,1997-09-09
570,18,49,2,7,KGID100570,Balvan,1972-03-07,1,4,False,2006-03-07
571,18,50,1,5,KGID100571,Urvi,1985-03-07,1,5,False,2000-11-03
572,18,50,4,2,KGID100572,Yutika,1972-04-10,1,3,False,2023-07-14
573,18,50,1,3,KGID100573,Eiravati,1973-01-18,1,5,False,2025-04-01
574,18,50,1,7,KGID100574,Chandani,1987-09-17,2,2,False,2011-03-27
575,18,50,1,7,KGID100575,Yashodhara,1985-08-16,1,2,False,2017-01-27
576,18,50,9,6,KGID100576,Chandani,1983-09-02,1,8,False,1997-01-02
577,18,50,1,7,KGID100577,Garima,1990-06-08,1,6,False,2024-12-09
578,18,50,5,5,KGID100578,Darika,1994-08-12,1,2,False,2017-07-22
579,18,50,3,1,KGID100579,Avi,1987-10-27,2,1,False,2004-03-22
580,18,50,2,4,KGID100580,Vedant,1992-01-20,2,3,False,2013-06-11
581,18,50,6,5,KGID100581,Onkar,1985-05-07,2,7,False,2017-06-08
582,18,50,1,6,KGID100582,Lajita,1972-07-19,1,2,False,2016-04-06
583,18,50,1,6,KGID100583,Azad,1986-12-28,2,3,False,2016-11-01
584,18,50,3,1,KGID100584,Rayaan,1968-03-02,2,2,False,2005-08-14
585,18,51,5,3,KGID100585,Max,1981-07-25,1,8,True,2002-06-08
586,18,51,1,5,KGID100586,Yachana,1993-11-15,2,4,False,2023-03-21
587,18,51,3,4,KGID100587,David,1991-07-10,2,4,False,2011-07-25
588,18,51,3,7,KGID100588,Ekta,2001-06-17,1,1,False,2010-05-24
589,18,51,1,5,KGID100589,Krisha,1978-03-11,1,1,False,2001-07-18
590,18,51,1,6,KGID100590,Hema,1986-02-05,1,5,False,2016-02-14
591,18,51,3,2,KGID100591,Aishani,1988-04-07,1,1,False,2002-02-05
592,18,51,1,3,KGID100592,Yatin,1977-01-03,1,4,False,2005-03-06
593,18,51,3,6,KGID100593,Chameli,1993-09-29,2,8,False,2016-12-18
594,18,51,1,1,KGID100594,Vrinda,1978-04-21,1,7,False,2006-08-21
595,18,51,3,4,KGID100595,Anusha,1977-04-23,1,3,False,2013-02-25
596,18,51,1,3,KGID100596,Ladli,1997-12-24,2,7,False,2007-12-18
597,19,52,2,3,KGID100597,Hemani,1999-12-25,1,4,False,2019-11-09
598,19,52,5,1,KGID100598,Bina,1968-12-14,1,3,False,2024-03-23
599,19,52,2,1,KGID100599,Farhan,1979-04-20,1,4,False,2009-05-08
600,19,52,2,7,KGID100600,Aahana,1992-12-07,1,3,False,2002-09-23
601,19,52,2,6,KGID100601,Anika,1999-04-01,1,1,False,2016-09-16
602,19,52,6,2,KGID100602,Laksh,1971-03-28,1,4,False,2018-01-03
603,19,52,2,1,KGID100603,Wriddhish,1975-10-08,1,5,False,2015-12-12
604,19,52,1,4,KGID100604,Upkaar,1989-03-19,2,4,False,1998-01-16
605,19,52,1,7,KGID100605,Odika,1978-10-02,1,1,False,2010-03-22
606,19,52,5,2,KGID100606,Laksh,1967-09-13,1,7,False,2012-06-25
607,19,52,3,6,KGID100607,Nakul,1981-05-11,1,5,False,2023-08-21
608,19,52,1,1,KGID100608,Vamakshi,1983-10-04,1,8,False,2002-04-22
609,19,52,1,7,KGID100609,Bhavna,1978-06-11,2,6,False,2015-04-03
610,19,53,1,5,KGID100610,Gaurav,1989-09-13,1,7,False,2003-04-04
611,19,53,2,4,KGID100611,Baljiwan,1998-07-29,1,4,False,2001-08-07
612,19,53,1,4,KGID100612,Patrick,1999-04-12,2,1,False,1997-07-29
613,19,53,3,6,KGID100613,Mekhala,1994-04-25,1,7,False,2001-12-04
614,19,53,2,1,KGID100614,Bimala,1997-05-02,1,3,False,1996-10-16
615,19,53,3,7,KGID100615,Hredhaan,1999-02-03,1,1,False,2006-03-28
616,19,53,5,3,KGID100616,Suhani,2001-02-25,1,8,False,2012-04-11
617,19,53,3,3,KGID100617,Wakeeta,1997-10-04,1,3,False,2000-05-31
618,19,53,3,1,KGID100618,Yamini,1983-06-09,2,5,False,2002-02-11
619,19,53,10,5,KGID100619,Isaiah,1978-10-07,1,4,False,2017-09-22
620,19,53,1,6,KGID100620,Aarini,1991-12-16,1,1,False,1996-12-06
621,19,53,8,5,KGID100621,Geetika,1994-05-30,2,7,False,2012-12-26
622,19,53,5,7,KGID100622,Reyansh,1973-06-28,1,4,False,2021-05-08
623,19,53,5,6,KGID100623,Nidra,1995-08-23,1,1,False,2011-06-19
624,19,53,2,5,KGID100624,Gabriel,1981-02-24,1,4,False,1999-04-16
625,19,54,3,2,KGID100625,Logan,1983-10-04,1,2,False,2023-08-30
626,19,54,3,1,KGID100626,Abeer,1976-05-22,1,1,False,2003-05-09
627,19,54,3,7,KGID100627,Amara,1999-12-18,1,3,False,2005-04-12
628,19,54,5,3,KGID100628,Advay,1976-06-01,1,3,False,2006-12-13
629,19,54,7,7,KGID100629,Warinder,1969-08-20,1,6,False,1999-12-14
630,19,54,2,6,KGID100630,Damyanti,1972-12-14,1,2,False,2016-06-01
631,19,54,2,2,KGID100631,Deepa,1990-12-29,1,7,False,2015-01-17
632,19,54,8,6,KGID100632,Chakrika,1980-01-08,1,6,False,2002-12-05
633,19,54,3,2,KGID100633,Kiaan,1983-10-13,1,5,False,2009-09-19
634,19,54,4,6,KGID100634,Kashvi,1981-08-30,2,7,False,2012-06-13
635,19,54,5,5,KGID100635,Urishilla,1993-04-10,1,6,False,2019-10-12
636,19,54,8,2,KGID100636,Tejas,1993-06-05,1,2,False,2016-04-02
637,19,54,1,6,KGID100637,Finn,1985-05-23,1,6,False,2011-11-03
638,19,54,1,1,KGID100638,Janaki,1970-03-06,2,6,False,2012-11-18
639,19,54,1,2,KGID100639,David,1995-09-14,1,6,False,2022-09-15
640,19,55,4,1,KGID100640,Samaksh,1986-12-30,1,7,False,2000-11-13
641,19,55,6,4,KGID100641,Falak,1996-07-29,2,6,False,2009-05-02
642,19,55,1,4,KGID100642,Samesh,1991-11-25,2,4,False,2010-09-12
643,19,55,1,7,KGID100643,Yashvi,1982-09-02,1,1,False,1998-02-19
644,19,55,8,1,KGID100644,Kevin,1984-12-22,1,7,False,2009-10-08
645,19,55,1,1,KGID100645,Dalbir,1986-07-10,1,8,False,2016-01-12
646,19,55,2,6,KGID100646,Darika,1992-02-12,1,7,False,2008-01-02
647,19,55,1,2,KGID100647,Aarush,1992-11-18,2,7,False,2013-04-17
648,19,55,4,6,KGID100648,Chakradev,1981-12-05,1,5,False,2016-10-31
649,19,56,1,5,KGID100649,Darpan,1999-04-20,1,8,False,1998-07-11
650,19,56,2,4,KGID100650,Urmi,1968-08-08,1,8,False,2008-05-18
651,19,56,1,2,KGID100651,Krishna,1993-07-24,1,2,False,2024-11-22
652,19,56,1,7,KGID100652,Osha,1980-04-03,1,8,False,2022-05-16
653,19,56,1,6,KGID100653,Saumya,1997-02-02,1,3,False,2022-10-26
654,19,56,2,2,KGID100654,Keya,1970-04-02,1,5,False,2024-06-25
655,19,56,1,7,KGID100655,Kiaan,1989-09-29,1,1,False,2006-08-10
656,19,56,4,1,KGID100656,Pranav,2001-04-13,1,6,False,2007-12-03
657,19,56,2,7,KGID100657,Joshua,1992-04-09,1,1,False,2002-12-24
658,20,57,8,6,KGID100658,Aarush,1993-03-26,2,8,False,2024-11-24
659,20,57,1,3,KGID100659,Ubika,1990-06-04,1,1,False,2012-04-23
660,20,57,7,7,KGID100660,Ladli,1995-07-09,1,3,False,2003-09-13
661,20,57,5,2,KGID100661,Hiral,1972-10-18,2,3,False,2001-12-27
662,20,57,5,2,KGID100662,Isaiah,1968-08-14,1,2,False,2015-09-01
663,20,57,2,7,KGID100663,Amol,1975-09-15,1,5,False,1998-06-22
664,20,57,4,7,KGID100664,Bahadurjit,1982-09-14,1,7,False,2016-01-05
665,20,57,3,7,KGID100665,Chanakya,1975-11-05,1,8,False,1997-10-21
666,20,57,1,6,KGID100666,Reva,1975-06-29,1,7,False,2002-10-28
667,20,57,1,5,KGID100667,Daksh,1972-04-15,1,2,False,2025-05-01
668,20,57,3,1,KGID100668,Vivaan,1995-04-06,2,6,False,2017-09-26
669,20,57,1,6,KGID100669,Eiravati,1987-02-27,1,8,False,2018-12-04
670,20,57,1,2,KGID100670,Ekani,1975-07-31,1,7,False,2021-12-07
671,20,57,6,3,KGID100671,Timothy,1981-08-02,1,1,False,2004-07-02
672,20,58,6,1,KGID100672,Parth,1988-10-22,1,5,False,2008-11-28
673,20,58,5,7,KGID100673,Warhi,1969-02-12,1,2,False,2006-07-06
674,20,58,1,3,KGID100674,Lakshmi,1994-03-29,2,8,False,2005-10-07
