IdentityID,CanonicalName,DOBApprox,LinkedAccusedIDs,ResolutionConfidence,ResolutionMethod
812,Yashawini Gaba,,5627,0.98,fuzzy_name_district
813,Gagan Shanker,,"5631,11792",0.98,fuzzy_name_district
814,Rehaan Mangat,,"5634,10515",0.86,fuzzy_name_district
815,Kritika Nath,,5638,0.91,fuzzy_name_district
816,Christopher Das,,"5646,11063",0.98,fuzzy_name_district
817,Laban Swaminathan,,5647,0.93,fuzzy_name_district
818,Harsh Naidu,,"5649,17848",0.91,fuzzy_name_district
819,Charan Chokshi,,"5660,9858",0.92,fuzzy_name_district
820,Laban Shan,,"5671,7777",0.89,fuzzy_name_district
821,Vrinda Warrior,,"5672,8372",0.95,fuzzy_name_district
822,Frederick Chahal,,5680,0.9,fuzzy_name_district
823,Chaitanya Tella,,5681,0.97,fuzzy_name_district
824,Frederick Narayanan,,"5687,20089",0.88,fuzzy_name_district
825,Nathaniel Kant,,5698,0.92,fuzzy_name_district
826,Dhruv Saraf,,"5700,7633",0.96,fuzzy_name_district
827,Advay Madan,,5702,0.9,fuzzy_name_district
828,Christopher Chokshi,,"5719,14808",0.9,fuzzy_name_district
829,Shivansh Mangal,,"5725,6046,6180",0.97,fuzzy_name_district
830,Joshua Deshpande,,"5726,10612,23985",0.92,fuzzy_name_district
831,William Ganguly,,5728,0.93,fuzzy_name_district
832,Fiyaz Bandi,,5729,0.93,fuzzy_name_district
833,Vihaan Choudhury,,5730,0.91,fuzzy_name_district
834,Advika Om,,"5752,8408",0.89,fuzzy_name_district
835,Naksh Dar,,"5753,7045,8640,11281",0.93,fuzzy_name_district
836,Bahadurjit Dave,,5758,0.93,fuzzy_name_district
837,Hardik Chada,,5761,0.99,fuzzy_name_district
838,Robert Goswami,,"5763,14864",0.85,fuzzy_name_district
839,Aayush Banik,,5773,0.93,fuzzy_name_district
840,Yashawini Sachar,,5778,0.88,fuzzy_name_district
841,Jatin Dutt,,"5783,7083,11330",0.89,fuzzy_name_district
842,Dominic Mody,,"5799,11487,12445,15229",0.87,fuzzy_name_district
843,Jack More,,"5821,17484",0.85,fuzzy_name_district
844,Harish Arya,,5825,0.96,fuzzy_name_district
845,Tanveer Bansal,,5830,0.9,fuzzy_name_district
846,Samaksh Manda,,"5847,7700,8260",0.85,fuzzy_name_district
847,Pranav Goel,,5848,0.9,fuzzy_name_district
848,Harinakshi Pathak,,"5877,10561",0.9,fuzzy_name_district
849,Jacob Johal,,"5881,9498",0.92,fuzzy_name_district
850,Pratyush Nadkarni,,5886,0.82,fuzzy_name_district
851,Charles Agarwal,,"5889,23485",0.82,fuzzy_name_district
852,Ubika Badami,,"5891,10013",0.93,fuzzy_name_district
853,Yatan Mani,,5894,0.97,fuzzy_name_district
854,Baljiwan Sani,,"5896,19243",0.83,fuzzy_name_district
855,Gaurangi Sahni,,"5905,6472",0.93,fuzzy_name_district
856,Charles Divan,,"5923,14079",0.95,fuzzy_name_district
857,Krishna Morar,,5946,0.86,fuzzy_name_district
858,Fariq Roy,,5960,0.83,fuzzy_name_district
859,Naveen Majumdar,,"5964,14435,15839,22240,23158",0.97,fuzzy_name_district
860,Farhan Comar,,5984,0.89,fuzzy_name_district
861,Isaac Ganesan,,5986,0.89,fuzzy_name_district
862,Hardik Loke,,6000,0.94,fuzzy_name_district
863,Girik Sachdev,,6029,0.87,fuzzy_name_district
864,Wishi Krishnamurthy,,"6031,16536",0.92,fuzzy_name_district
865,Qarin Madan,,6033,0.91,fuzzy_name_district
866,Benjamin Ghosh,,"6037,9233,9374,21443",0.9,fuzzy_name_district
867,Onkar Kashyap,,"6038,11001",0.93,fuzzy_name_district
868,Alexander Kalla,,6045,0.89,fuzzy_name_district
869,Siddharth Sur,,6049,0.9,fuzzy_name_district
870,Qarin Thakur,,6063,0.98,fuzzy_name_district
871,Samesh Saxena,,6067,0.91,fuzzy_name_district
872,Hredhaan Talwar,,6072,0.95,fuzzy_name_district
873,Patrick Master,,"6075,7570,15685",0.98,fuzzy_name_district
874,Tristan Chaudhari,,"6082,13114",0.94,fuzzy_name_district
875,Anirudh Nagar,,6105,0.91,fuzzy_name_district
876,Madhav Goswami,,6116,0.96,fuzzy_name_district
877,Samesh Vora,,6125,0.95,fuzzy_name_district
878,Nakul Rau,,6128,0.89,fuzzy_name_district
879,Christopher Arora,,"6131,10128",0.88,fuzzy_name_district
880,Jack Ramachandran,,"6141,9694",0.88,fuzzy_name_district
881,Indrajit Tripathi,,"6147,7511",0.98,fuzzy_name_district
882,Tejas Chakraborty,,6196,0.91,fuzzy_name_district
883,Nachiket Nayak,,6197,0.85,fuzzy_name_district
884,Jacob Palla,,"6202,16049,22574",0.98,fuzzy_name_district
885,Manbir Gour,,6203,0.98,fuzzy_name_district
886,Abhimanyu Thaker,,6209,0.95,fuzzy_name_district
887,Gabriel Edwin,,6215,0.87,fuzzy_name_district
888,Vidhi Kata,,"6218,11453",0.99,fuzzy_name_district
889,Oliver Toor,,6240,0.95,fuzzy_name_district
890,Harshil Chhabra,,6247,0.86,fuzzy_name_district
891,Brijesh Bains,,"6254,23681",0.96,fuzzy_name_district
892,Aryan Walla,,"6263,8423",0.84,fuzzy_name_district
893,Azad Kashyap,,"6271,6319",0.97,fuzzy_name_district
894,Gabriel Deshmukh,,"6272,15407,17527",0.89,fuzzy_name_district
895,Qadim Badal,,6282,0.97,fuzzy_name_district
896,Irya Joshi,,6289,0.94,fuzzy_name_district
897,Girik Amble,,"6290,7622,13188",0.97,fuzzy_name_district
898,Udarsh Dara,,"6294,6976,21926",0.86,fuzzy_name_district
899,Sathvik Kara,,"6297,17933",0.93,fuzzy_name_district
900,Sarthak Narain,,"6300,14349",0.89,fuzzy_name_district
901,Advay Ganguly,,"6301,7635",0.95,fuzzy_name_district
902,Dalbir Dugar,,6310,0.98,fuzzy_name_district
903,Wahab Lalla,,6312,0.88,fuzzy_name_district
904,Nathan Mannan,,6320,0.95,fuzzy_name_district
905,Dev Karnik,,"6325,16024,21527",0.92,fuzzy_name_district
906,Kalpit Ratta,,6328,0.85,fuzzy_name_district
907,Liam Sami,,6329,0.91,fuzzy_name_district
908,Chaitanya Das,,6351,0.87,fuzzy_name_district
909,Anay Sarna,,"6359,14123",0.83,fuzzy_name_district
910,Jagdish Johal,,6365,0.87,fuzzy_name_district
911,Wriddhish Gara,,6371,0.95,fuzzy_name_district
912,Naveen Tripathi,,"6379,15811",0.92,fuzzy_name_district
913,Imaran Shetty,,6382,0.97,fuzzy_name_district
914,Oeshi Bhat,,6395,0.96,fuzzy_name_district
915,Nicholas Saini,,6404,0.83,fuzzy_name_district
916,Yahvi Mutti,,6407,0.85,fuzzy_name_district
917,Ladli Shere,,"6413,17089,18503",0.98,fuzzy_name_district
918,Lohit Randhawa,,6415,0.96,fuzzy_name_district
919,Frederick Chhabra,,"6417,14367,24766",0.97,fuzzy_name_district
920,Rishi Gulati,,"6421,6820,9613",0.92,fuzzy_name_district
921,Chandresh Sachdev,,6424,0.83,fuzzy_name_district
922,Tanmayi Keer,,6432,0.93,fuzzy_name_district
923,Vritti Ramakrishnan,,6452,0.9,fuzzy_name_district
924,Vrinda De,,6455,0.93,fuzzy_name_district
925,Girik Shetty,,6459,0.89,fuzzy_name_district
926,Chatresh Dugal,,"6476,12684",0.93,fuzzy_name_district
927,Reyansh Kibe,,6482,0.93,fuzzy_name_district
928,Timothy Gandhi,,6489,0.82,fuzzy_name_district
929,Mohini Garg,,"6507,9786",0.9,fuzzy_name_district
930,Frederick Munshi,,6511,0.87,fuzzy_name_district
931,Vrishti Chacko,,"6512,16847",0.87,fuzzy_name_district
932,Wridesh Ravi,,6516,0.95,fuzzy_name_district
933,Baljiwan Tata,,"6522,12188",0.95,fuzzy_name_district
934,Faqid Choudhry,,6541,0.9,fuzzy_name_district
935,Chakradev Goda,,6545,0.93,fuzzy_name_district
936,Arjun Rao,,6547,0.93,fuzzy_name_district
937,Mitali Dalal,,"6556,24506",0.97,fuzzy_name_district
938,Karan Pillay,,"6563,7787,18752",0.98,fuzzy_name_district
939,Girindra Agrawal,,"6564,8341",0.88,fuzzy_name_district
940,Ira Sabharwal,,6582,0.92,fuzzy_name_district
941,Theodore Buch,,"6583,7126,21188",0.85,fuzzy_name_district
942,Rishi Apte,,6606,0.94,fuzzy_name_district
943,Ranbir Rastogi,,6608,0.83,fuzzy_name_district
944,Kai Kurian,,6616,0.89,fuzzy_name_district
945,Anthony Magar,,6617,0.89,fuzzy_name_district
946,Abhimanyu Sastry,,6628,0.94,fuzzy_name_district
947,Atharv Muni,,6641,0.87,fuzzy_name_district
948,Udarsh Bhargava,,"6652,24113",0.93,fuzzy_name_district
949,Rachit Pandey,,6658,0.87,fuzzy_name_district
950,Wahab Bedi,,6671,0.95,fuzzy_name_district
951,Ishwar Lalla,,"6673,18248",0.87,fuzzy_name_district
952,Yug Tiwari,,6682,0.89,fuzzy_name_district
953,Nitesh Rajagopal,,"6696,8228",0.95,fuzzy_name_district
954,Mitesh Parikh,,"6699,7596",0.91,fuzzy_name_district
955,Naveen Choudhary,,6713,0.87,fuzzy_name_district
956,Rohan Prabhu,,6720,0.98,fuzzy_name_district
957,Sathvik Dixit,,"6728,12775",0.89,fuzzy_name_district
958,Arjun Shenoy,,6733,0.93,fuzzy_name_district
959,Shivansh Biswas,,"6734,11839",0.92,fuzzy_name_district
960,Nachiket Singh,,6735,0.92,fuzzy_name_district
961,Tarak Mody,,"6750,6821",0.82,fuzzy_name_district
962,Madhav Morar,,"6755,7872",0.86,fuzzy_name_district
963,Gaurav Doshi,,"6760,14129",0.98,fuzzy_name_district
964,Jacob Krishnamurthy,,6774,0.84,fuzzy_name_district
965,Ekansh Sahota,,"6784,7636,8170,9781",0.89,fuzzy_name_district
966,Hitesh Sura,,"6791,7468",0.83,fuzzy_name_district
967,Ojas Comar,,6796,0.97,fuzzy_name_district
968,Samar Kunda,,6798,0.83,fuzzy_name_district
969,Ucchal Halder,,6805,0.97,fuzzy_name_district
970,Ekaraj Kala,,6808,0.88,fuzzy_name_district
971,Laban Kadakia,,"6813,18426",0.89,fuzzy_name_district
972,Fiyaz Bajwa,,6828,0.83,fuzzy_name_district
973,Isaiah Chatterjee,,"6833,12177",0.89,fuzzy_name_district
974,Benjamin Keer,,"6836,10018",0.96,fuzzy_name_district
975,Chandran Thakkar,,6854,0.87,fuzzy_name_district
976,Omkaar Karan,,"6861,11177",0.96,fuzzy_name_district
977,Yagnesh Puri,,"6863,11536",0.91,fuzzy_name_district
978,Chaitanya Krishnan,,"6864,7846,9243",0.92,fuzzy_name_district
979,Teerth Chopra,,6882,0.98,fuzzy_name_district
980,Darsh Wadhwa,,6893,0.98,fuzzy_name_district
981,Ekbal Sachdev,,"6918,7453,12406,21971",0.87,fuzzy_name_district
982,Harsh Kumer,,6920,0.95,fuzzy_name_district
983,Warjas Tripathi,,"6924,8912",0.85,fuzzy_name_district
984,Aarush Mody,,"6931,13947",0.87,fuzzy_name_district
985,Fariq Sachdev,,6941,0.92,fuzzy_name_district
986,Noah Bhatti,,"6956,8981",0.92,fuzzy_name_district
987,Tejas Andra,,6970,0.98,fuzzy_name_district
988,Qadim Mannan,,6973,0.83,fuzzy_name_district
989,Nakul Srinivas,,6980,0.86,fuzzy_name_district
990,Tanveer Raghavan,,6983,0.91,fuzzy_name_district
991,Advaith Gala,,"6984,14068",0.83,fuzzy_name_district
992,Hredhaan Karpe,,6985,0.89,fuzzy_name_district
993,Upkaar Narasimhan,,"6986,8868,10433",0.9,fuzzy_name_district
994,Osha Pathak,,"6987,7169",0.93,fuzzy_name_district
995,Dalbir Varkey,,"6991,13367",0.86,fuzzy_name_district
996,Kalpit Nath,,6993,0.93,fuzzy_name_district
997,Wriddhish Subramaniam,,"7024,9107",0.96,fuzzy_name_district
998,Ekavir Rout,,"7029,10131,12388,21573",0.96,fuzzy_name_district
999,Frederick Bava,,7035,0.97,fuzzy_name_district
1000,Peter Koshy,,"7037,12584",0.94,fuzzy_name_district
1001,Anmol Barad,,7040,0.86,fuzzy_name_district
1002,Baljiwan Varghese,,"7053,8433",0.91,fuzzy_name_district
1003,Yashodhara Contractor,,"7054,18704,22120",0.98,fuzzy_name_district
1004,Aditya Prasad,,"7059,15340",0.84,fuzzy_name_district
1005,Dominic Bhargava,,"7061,9509",0.88,fuzzy_name_district
1006,Kashvi Agarwal,,"7063,7582,12826",0.92,fuzzy_name_district
1007,Girik Dutt,,7069,0.89,fuzzy_name_district
1008,Rayaan Divan,,7072,0.97,fuzzy_name_district
1009,Wakeeta Talwar,,7085,0.96,fuzzy_name_district
1010,Ikbal Bassi,,7109,0.98,fuzzy_name_district
1011,Hitesh Bakshi,,7111,0.9,fuzzy_name_district
1012,Gagan Bal,,"7112,9543,11848,20902",0.85,fuzzy_name_district
1013,Harrison Saraf,,"7115,11372",0.98,fuzzy_name_district
1014,Tristan Chhabra,,"7121,8652,21057",0.86,fuzzy_name_district
1015,Harrison Seth,,"7124,11332,17558",0.84,fuzzy_name_district
1016,Nachiket Sane,,"7129,19305",0.94,fuzzy_name_district
1017,Saksham Kapoor,,7155,0.82,fuzzy_name_district
1018,Bimala Shenoy,,"7158,9920,15086",0.95,fuzzy_name_district
1019,Jeevika Krish,,"7162,13764,17671,20058",0.85,fuzzy_name_district
1020,Mekhala Zachariah,,7165,0.94,fuzzy_name_district
1021,Devansh Kunda,,7166,0.85,fuzzy_name_district
1022,Fiyaz Basu,,"7178,9559",0.98,fuzzy_name_district
1023,Samuel Bassi,,"7183,15154,22006",0.93,fuzzy_name_district
1024,Faris Dubey,,"7185,20661",0.99,fuzzy_name_district
1025,Girish Anne,,7186,0.83,fuzzy_name_district
1026,Amara Palla,,"7195,7568",0.84,fuzzy_name_district
1027,Tanish Sidhu,,7197,0.95,fuzzy_name_district
1028,Arya Parsa,,7211,0.91,fuzzy_name_district
1029,Champak Bhandari,,"7216,10934,14048",0.93,fuzzy_name_district
1030,Abhimanyu Mutti,,"7218,7377",0.84,fuzzy_name_district
1031,Shravya Dara,,"7230,18802,18983",0.9,fuzzy_name_district
1032,Thomas Patla,,"7231,9800,24513,24523",0.9,fuzzy_name_district
1033,Maanas Bose,,"7232,8763,24030",0.95,fuzzy_name_district
1034,Vihaan Chahal,,7233,0.87,fuzzy_name_district
1035,Rohan Chana,,"7240,9653,12552,18189",0.91,fuzzy_name_district
1036,Ekani Saini,,7243,0.87,fuzzy_name_district
1037,Chakradev Mitra,,"7284,10604,16727",0.84,fuzzy_name_district
1038,Frederick Dyal,,7292,0.84,fuzzy_name_district
1039,Laksh Aggarwal,,7298,0.89,fuzzy_name_district
1040,Elijah Sundaram,,"7307,10953",0.93,fuzzy_name_district
1041,Farhan Gulati,,"7313,11758",0.82,fuzzy_name_district
1042,William Dayal,,7318,0.83,fuzzy_name_district
1043,Aarnav Sama,,"7319,8220",0.9,fuzzy_name_district
1044,Krish Krish,,7321,0.87,fuzzy_name_district
1045,Gabriel Natarajan,,7322,0.92,fuzzy_name_district
1046,Kritika Iyer,,7326,0.9,fuzzy_name_district
1047,Sai Majumdar,,7335,0.93,fuzzy_name_district
1048,Alexander Sharma,,"7338,10772,15270",0.86,fuzzy_name_district
1049,Anmol Maharaj,,7346,0.94,fuzzy_name_district
1050,Dakshesh Cheema,,7355,0.96,fuzzy_name_district
1051,Falan Ravel,,7369,0.92,fuzzy_name_district
1052,Utkarsh Gokhale,,7378,0.85,fuzzy_name_district
1053,Krishna Agarwal,,"7381,11558,22377",0.98,fuzzy_name_district
1054,Ayushman Kala,,"7400,13007,13097,22609",0.94,fuzzy_name_district
1055,Yachana Manne,,7401,0.93,fuzzy_name_district
1056,Zayan Doshi,,7406,0.85,fuzzy_name_district
1057,Ryan Hari,,7431,0.93,fuzzy_name_district
1058,Balvan Padmanabhan,,7434,0.86,fuzzy_name_district
1059,Azaan Varma,,7437,0.97,fuzzy_name_district
1060,Udant Sekhon,,"7443,8589",0.98,fuzzy_name_district
1061,Azaan Dubey,,"7454,13936",0.83,fuzzy_name_district
1062,Michael Uppal,,"7463,12015,15969,19419",0.89,fuzzy_name_district
1063,Karan Sarma,,7467,0.94,fuzzy_name_district
1064,Udant Bhatia,,7469,0.86,fuzzy_name_district
1065,Parth Sehgal,,"7478,7522",0.86,fuzzy_name_district
1066,Tanish Walia,,"7502,17709",0.99,fuzzy_name_district
1067,Inaya Randhawa,,"7505,7813",0.94,fuzzy_name_district
1068,Jacob Saini,,"7507,12592,18288",0.91,fuzzy_name_district
1069,Ethan Dey,,7510,0.92,fuzzy_name_district
1070,Charles Pillay,,"7515,11146,11349,16273",0.97,fuzzy_name_district
1071,Qarin Palla,,"7516,21276",0.84,fuzzy_name_district
1072,Krishna Salvi,,7518,0.99,fuzzy_name_district
1073,Jai Saha,,7519,0.89,fuzzy_name_district
1074,Pooja Lata,,"7520,17098",0.88,fuzzy_name_district
1075,Shivansh Venkatesh,,7526,0.94,fuzzy_name_district
1076,Gaurav Padmanabhan,,7532,0.91,fuzzy_name_district
1077,Harsh Pingle,,7539,0.88,fuzzy_name_district
1078,Chandran Agarwal,,"7540,11265,11273",0.83,fuzzy_name_district
1079,Kalpit Dhawan,,"7543,9004,17250",0.91,fuzzy_name_district
1080,Peter Jha,,7547,0.97,fuzzy_name_district
1081,Aadhya Barad,,7552,0.94,fuzzy_name_district
1082,Fitan Nadkarni,,7554,0.91,fuzzy_name_district
1083,Naksh Iyengar,,"7573,22558",0.96,fuzzy_name_district
1084,Parth Sharma,,"7578,8373,10912,12067",0.99,fuzzy_name_district
1085,Ekapad Char,,"7581,8465",0.97,fuzzy_name_district
1086,Qarin Varty,,"7612,10708",0.85,fuzzy_name_district
1087,Abdul Gopal,,7613,0.95,fuzzy_name_district
1088,Yuvraj Pal,,"7617,9261,17123",0.87,fuzzy_name_district
1089,Mitesh Mallick,,"7618,8655,22360",0.96,fuzzy_name_district
1090,Timothy Bhakta,,"7632,10868",0.87,fuzzy_name_district
1091,Nihal Cheema,,"7640,21265",0.98,fuzzy_name_district
1092,Ayushman Prasad,,7649,0.99,fuzzy_name_district
1093,Manthan Bhardwaj,,"7653,15914",0.97,fuzzy_name_district
1094,David Puri,,7654,0.87,fuzzy_name_district
1095,Krishna Gokhale,,"7657,24482",0.88,fuzzy_name_district
1096,Hredhaan Thakkar,,"7662,12546",0.94,fuzzy_name_district
1097,Benjamin Basu,,7674,0.85,fuzzy_name_district
1098,Girik Mahal,,7676,0.98,fuzzy_name_district
1099,Arjun Varkey,,"7690,8236",0.85,fuzzy_name_district
1100,Aryan Grewal,,7693,0.98,fuzzy_name_district
1101,Jatin Koshy,,7698,0.87,fuzzy_name_district
1102,Ryan Narayan,,7712,0.93,fuzzy_name_district
1103,Baljiwan Raghavan,,"7715,8696",0.88,fuzzy_name_district
1104,Kashish Narain,,7724,0.91,fuzzy_name_district
1105,Shaurya Nigam,,7736,0.96,fuzzy_name_district
1106,Isaac Sachdeva,,"7737,8578,9323",0.98,fuzzy_name_district
1107,Utkarsh Wadhwa,,"7741,13969",0.99,fuzzy_name_district
1108,Kai Dayal,,7753,0.89,fuzzy_name_district
1109,Girish D’Alia,,"7757,8157,10870",0.86,fuzzy_name_district
1110,Falan Sane,,"7758,24682",0.99,fuzzy_name_district
1111,Yagnesh Ray,,"7761,10309",0.92,fuzzy_name_district
1112,Hema Bhakta,,"7783,14466",0.89,fuzzy_name_district
1113,Jai Subramaniam,,7785,0.99,fuzzy_name_district
1114,Henry Korpal,,7789,0.94,fuzzy_name_district
1115,Ekapad Menon,,"7790,10935,10973,16919",0.93,fuzzy_name_district
1116,Chandresh Wali,,7795,0.91,fuzzy_name_district
1117,Chakradhar Rajagopal,,"7796,8705",0.85,fuzzy_name_district
1118,Teerth Guha,,7797,0.99,fuzzy_name_district
1119,Jai Rastogi,,"7799,14691",0.86,fuzzy_name_district
1120,Madhav Seth,,7803,0.88,fuzzy_name_district
1121,Ekbal Bhandari,,7805,0.93,fuzzy_name_district
1122,Jai Borde,,"7817,17874,18685,18840,24229",0.97,fuzzy_name_district
1123,Zinal Ghosh,,7824,0.97,fuzzy_name_district
1124,Parth Rao,,7828,0.83,fuzzy_name_district
1125,Rachit Ahluwalia,,7836,0.84,fuzzy_name_district
1126,Simon Lala,,7838,0.82,fuzzy_name_district
1127,Naveen Ramachandran,,7858,0.85,fuzzy_name_district
1128,Brinda Devan,,"7875,22287",0.89,fuzzy_name_district
1129,Aryan Tripathi,,"7887,20890",0.85,fuzzy_name_district
1130,Wazir Choudhury,,"7891,9976",0.93,fuzzy_name_district
1131,Isaac Bhargava,,"7896,14922,21492",0.98,fuzzy_name_district
1132,Krishna Kunda,,7905,0.97,fuzzy_name_district
1133,Pranav Magar,,"7908,10842",0.82,fuzzy_name_district
1134,Thomas Dara,,7917,0.86,fuzzy_name_district
1135,Darsh Chaudhry,,7929,0.92,fuzzy_name_district
1136,Mohammed Hayre,,7932,0.87,fuzzy_name_district
1137,Lucky Setty,,7933,0.97,fuzzy_name_district
1138,Harinakshi Mohan,,7938,0.86,fuzzy_name_district
1139,Zayan Gola,,7942,0.91,fuzzy_name_district
1140,Henry Chada,,7944,0.84,fuzzy_name_district
1141,Chatresh Sandhu,,"7946,14043",0.82,fuzzy_name_district
1142,Faraj Rai,,7960,0.99,fuzzy_name_district
1143,Faraj Dutta,,7962,0.91,fuzzy_name_district
1144,Reyansh Nigam,,"7965,18230",0.88,fuzzy_name_district
1145,Atharv Prashad,,7971,0.86,fuzzy_name_district
1146,Girindra Mannan,,7972,0.85,fuzzy_name_district
1147,Joshua Agrawal,,"7976,10698",0.9,fuzzy_name_district
1148,Tanay Lal,,7982,0.85,fuzzy_name_district
1149,Madhav Edwin,,7983,0.95,fuzzy_name_district
1150,Aarav Vyas,,8004,0.91,fuzzy_name_district
1151,Aarush Tata,,"8006,24071",0.9,fuzzy_name_district
1152,Nathaniel Char,,8008,0.95,fuzzy_name_district
1153,Anmol Choudhary,,"8010,20535",0.97,fuzzy_name_district
1154,Pratyush Choudhury,,8011,0.9,fuzzy_name_district
1155,Sanaya Sagar,,8043,0.83,fuzzy_name_district
1156,Ronith Saxena,,8064,0.96,fuzzy_name_district
1157,Pranav Walia,,8070,0.82,fuzzy_name_district
1158,Gaurav Grover,,"8074,10602",0.89,fuzzy_name_district
1159,Aarna Chowdhury,,8075,0.89,fuzzy_name_district
1160,Liam Yohannan,,"8093,19782",0.84,fuzzy_name_district
1161,Jackson Nath,,8146,0.9,fuzzy_name_district
1162,Eesha Narayan,,8151,0.93,fuzzy_name_district
1163,Pranav Shroff,,"8169,21286",0.93,fuzzy_name_district
1164,Rohan Venkatesh,,8175,0.95,fuzzy_name_district
1165,Fitan Sridhar,,8182,0.9,fuzzy_name_district
1166,Tristan Rao,,8183,0.84,fuzzy_name_district
1167,Atharv Samra,,8198,0.92,fuzzy_name_district
1168,Ucchal Mangat,,8205,0.93,fuzzy_name_district
1169,Sarthak Modi,,8207,0.99,fuzzy_name_district
1170,Janya Dayal,,"8213,23008,24676",0.92,fuzzy_name_district
1171,Udant Sanghvi,,"8224,18122",0.86,fuzzy_name_district
1172,George Warrior,,8231,0.91,fuzzy_name_district
1173,Agastya Vaidya,,8247,0.84,fuzzy_name_district
1174,Banjeet Pall,,"8259,13801,14329,17223",0.89,fuzzy_name_district
1175,Pranav Sarin,,8261,0.99,fuzzy_name_district
1176,Ridhi Chada,,"8263,17406",0.98,fuzzy_name_district
1177,Ekanta Tiwari,,8272,0.84,fuzzy_name_district
1178,Pranit Dhawan,,"8273,15009",0.88,fuzzy_name_district
1179,Chakrika Ram,,8292,0.99,fuzzy_name_district
1180,Anamika Bawa,,"8302,14400",0.84,fuzzy_name_district
1181,Ojas Setty,,8305,0.9,fuzzy_name_district
1182,Ekavir Randhawa,,"8311,10825,14981,21335",0.9,fuzzy_name_district
1183,Charan Sangha,,"8315,8616",0.96,fuzzy_name_district
1184,Sai Chandran,,8336,0.97,fuzzy_name_district
1185,Urishilla Chopra,,8337,0.94,fuzzy_name_district
1186,Krishna Amble,,8338,0.91,fuzzy_name_district
1187,Christopher Prasad,,8339,0.88,fuzzy_name_district
1188,Yagnesh Kala,,"8342,20701",0.93,fuzzy_name_district
1189,Jagdish Dewan,,8355,0.88,fuzzy_name_district
1190,Fiyaz Datta,,8374,0.85,fuzzy_name_district
1191,Jason Kapur,,"8375,14682,23333",0.93,fuzzy_name_district
1192,Janaki Banik,,8379,0.87,fuzzy_name_district
1193,Utkarsh Mandal,,"8425,10305,19217",0.85,fuzzy_name_district
1194,Zayan Goel,,"8427,9464,9583,11174",0.91,fuzzy_name_district
1195,Aayush Sidhu,,"8431,8830,15557",0.85,fuzzy_name_district
1196,Zayan Karan,,"8442,9056,14245",0.94,fuzzy_name_district
1197,Matthew Dugar,,8443,0.88,fuzzy_name_district
1198,Alexander Jhaveri,,"8444,11120,22173",0.89,fuzzy_name_district
1199,Indali Agrawal,,8463,0.93,fuzzy_name_district
1200,Turvi Sule,,"8466,14084",0.94,fuzzy_name_district
1201,Ekaraj Dube,,"8475,21105",0.94,fuzzy_name_district
1202,Guneet Bath,,8477,0.96,fuzzy_name_district
1203,Hardik Bajwa,,"8482,15565",0.92,fuzzy_name_district
1204,Faras Bajaj,,"8483,10821",0.94,fuzzy_name_district
1205,Bachittar More,,"8484,15938,20315",0.84,fuzzy_name_district
1206,Urvashi Roy,,8487,0.98,fuzzy_name_district
1207,Laksh Sidhu,,"8510,22007",0.84,fuzzy_name_district
1208,Abha Kumer,,8512,0.86,fuzzy_name_district
1209,Indrajit Mital,,8518,0.95,fuzzy_name_district
1210,Samarth Hayre,,8527,0.96,fuzzy_name_district
1211,Vedant Chakrabarti,,8535,0.86,fuzzy_name_district
1212,Akshay Khanna,,8544,0.92,fuzzy_name_district
1213,Timothy Varty,,"8565,8629",0.95,fuzzy_name_district
1214,Theodore Mallick,,"8567,17855,22223",0.9,fuzzy_name_district
1215,Hitesh Ghosh,,"8569,18852",0.87,fuzzy_name_district
1216,Jackson Batta,,"8573,10474,22511",0.9,fuzzy_name_district
1217,Bhavna Shroff,,"8579,16763",0.9,fuzzy_name_district
1218,Qadim Salvi,,"8590,9149,23662",0.95,fuzzy_name_district
1219,Libni Raju,,"8597,12512",0.94,fuzzy_name_district
1220,Bahadurjit Viswanathan,,"8604,18886",0.83,fuzzy_name_district
1221,Yauvani Kothari,,"8626,10130,16885,22661",0.95,fuzzy_name_district
1222,Abdul Viswanathan,,8627,0.91,fuzzy_name_district
1223,Benjamin Dhar,,"8639,9247,20670",0.89,fuzzy_name_district
1224,Zehaan Pandya,,"8643,20907",0.92,fuzzy_name_district
1225,Amol Nair,,8645,0.91,fuzzy_name_district
1226,Upkaar Tara,,"8647,16499,17480,19078",0.83,fuzzy_name_district
1227,Balvan Bhatia,,8653,0.89,fuzzy_name_district
1228,William Dar,,8659,0.88,fuzzy_name_district
1229,Ekansh Radhakrishnan,,8670,0.98,fuzzy_name_district
1230,Jacob Sarna,,"8673,14932",0.93,fuzzy_name_district
1231,Bimala Sekhon,,8682,0.86,fuzzy_name_district
1232,Onkar Aurora,,8692,0.83,fuzzy_name_district
1233,Sarthak Radhakrishnan,,"8694,16878",0.83,fuzzy_name_district
1234,Zehaan Gokhale,,8699,0.96,fuzzy_name_district
1235,Isaiah Dyal,,8714,0.98,fuzzy_name_district
1236,Ranbir Hora,,8725,0.86,fuzzy_name_district
1237,Sai Mammen,,"8727,18618",0.97,fuzzy_name_district
1238,Parth Warrior,,"8730,11633",0.88,fuzzy_name_district
1239,Falan Shukla,,"8741,8879,12261",0.83,fuzzy_name_district
1240,Ranbir Borra,,8744,0.94,fuzzy_name_district
1241,Raghav Palan,,"8749,24502",0.92,fuzzy_name_district
