CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
1319,100300091202400003,202400003,2024-11-10,1057,91,1,2,1,4,5,59,2024-11-07T16:40:24.338589,2024-11-10T14:40:24.338589,2024-11-10T14:40:24.338589,15.196333,76.454617,"Tejas Nanda reported an incident of Kidnapping that occurred near Raj, Vijayanagara. Details recorded and investigation taken up."
1320,100040011202400027,202400027,2026-01-20,119,11,1,2,2,11,3,7,2026-01-19T02:40:24.338754,2026-01-20T14:40:24.338754,2026-01-20T14:40:24.338754,15.892244,74.477324,"Tanveer Reddy reported that a two-wheeler parked near Bahl, Belagavi was found missing. No witnesses present at the time of the incident."
1321,100080020202500009,202500009,2025-07-29,217,20,1,2,6,29,3,16,2025-07-29T12:40:24.338832,2025-07-29T14:40:24.338832,2025-07-29T14:40:24.338832,13.955013,75.553238,"Januja Kothari reported an incident of Public Nuisance that occurred near Goswami Nagar, Shivamogga. Details recorded and investigation taken up."
1322,100010001202500015,202500015,2025-04-30,13,1,1,2,5,26,3,2,2025-04-28T08:40:24.338925,2025-04-30T14:40:24.338925,2025-04-30T14:40:24.338925,12.936349,77.666421,"Aadi Deo reported an incident of Cultivation that occurred near Kibe Road, Bengaluru Urban. Details recorded and investigation taken up."
1323,400040009202400002,202400002,2026-02-04,99,9,4,2,2,11,1,8,2026-02-03T00:40:24.339021,2026-02-04T14:40:24.339021,2026-02-04T14:40:24.339021,15.871786,74.538315,"Tristan Sandal reported that a two-wheeler parked near Thaker Road, Belagavi was found missing. No witnesses present at the time of the incident."
1324,100160041202500003,202500003,2025-01-16,479,41,1,1,2,9,2,31,2025-01-15T11:40:24.339092,2025-01-16T14:40:24.339092,2025-01-16T14:40:24.339092,16.158863,77.313613,"Arya Babu reported an incident of Dacoity that occurred near Ratta Ganj, Raichur. Details recorded and investigation taken up."
1325,100180051202500006,202500006,2025-05-02,594,51,1,2,3,16,2,35,2025-05-01T17:40:24.339239,2025-05-02T14:40:24.339239,2025-05-02T14:40:24.339239,13.178463,78.181528,"Max Hora reported repeated physical and mental harassment by family members at the residence in Kashyap Street, Kolar."
1326,100040009202500049,202500049,2026-06-29,96,9,1,2,2,11,1,8,2026-06-28T06:40:24.339404,2026-06-29T14:40:24.339404,2026-06-29T14:40:24.339404,15.787699,74.4412,"Aahana Grewal reported that a two-wheeler parked near Vohra, Belagavi was found missing. No witnesses present at the time of the incident."
1327,100010001202500016,202500016,2025-08-02,4,1,1,2,6,27,2,1,2025-07-30T14:40:24.339536,2025-08-02T14:40:24.339536,2025-08-02T14:40:24.339536,13.043634,77.537752,"Ranbir Pai reported an incident of Rioting that occurred near Dubey Marg, Bengaluru Urban. Details recorded and investigation taken up."
1328,100040011202500057,202500057,2026-04-20,118,11,1,2,2,11,1,7,2026-04-19T11:40:24.339722,2026-04-20T14:40:24.339722,2026-04-20T14:40:24.339722,15.916887,74.547827,"Kashish Saraf reported that a two-wheeler parked near Mitra Nagar, Belagavi was found missing. No witnesses present at the time of the incident."
1329,100040010202400029,202400029,2024-10-03,102,10,1,2,6,29,2,8,2024-10-02T07:40:24.339902,2024-10-03T14:40:24.339902,2024-10-03T14:40:24.339902,15.879086,74.437314,"Frado Dubey reported an incident of Public Nuisance that occurred near Rau Street, Belagavi. Details recorded and investigation taken up."
1330,100010001202600018,202600018,2026-02-04,11,1,1,2,5,24,2,1,2026-02-01T16:40:24.339989,2026-02-04T14:40:24.339989,2026-02-04T14:40:24.339989,12.952687,77.565416,"Bimala Mishra reported an incident of Possession that occurred near Shukla Nagar, Bengaluru Urban. Details recorded and investigation taken up."
1331,100040009202600026,202600026,2026-03-22,95,9,1,2,1,5,1,8,2026-03-21T20:40:24.340135,2026-03-22T14:40:24.340135,2026-03-22T14:40:24.340135,15.802717,74.429152,"Zaitra Tandon reported an incident of Assault that occurred near Doshi Path, Belagavi. Details recorded and investigation taken up."
1332,300040011202600004,202600004,2026-02-23,119,11,2,2,2,11,2,8,2026-02-22T04:40:24.340310,2026-02-23T14:40:24.340310,2026-02-23T14:40:24.340310,15.882942,74.48706,"Vivaan Nayar reported that a two-wheeler parked near Balasubramanian Ganj, Belagavi was found missing. No witnesses present at the time of the incident."
1333,100170044202400002,202400002,2024-12-22,515,44,1,2,4,23,1,34,2024-12-19T18:40:24.340455,2024-12-22T14:40:24.340455,2024-12-22T14:40:24.340455,17.846141,77.461921,"Urvi Patla reported an incident of OTP Fraud that occurred near Agate Ganj, Bidar. Details recorded and investigation taken up."
1334,100040009202500050,202500050,2026-06-15,99,9,1,2,2,11,1,8,2026-06-12T19:40:24.340537,2026-06-15T14:40:24.340537,2026-06-15T14:40:24.340537,15.827477,74.534074,"Qushi Nath reported that a two-wheeler parked near Dua Chowk, Belagavi was found missing. No witnesses present at the time of the incident."
1335,100110029202400003,202400003,2024-07-27,320,29,1,2,1,6,1,21,2024-07-27T08:40:24.340724,2024-07-27T14:40:24.340724,2024-07-27T14:40:24.340724,15.403771,75.074715,"Umang Bora reported an incident of Culpable Homicide that occurred near Subramaniam Ganj, Dharwad. Details recorded and investigation taken up."
1336,100290090202400005,202400005,2024-09-07,1045,90,1,2,3,15,3,57,2024-09-05T14:40:24.340910,2024-09-07T14:40:24.340910,2024-09-07T14:40:24.340910,16.821212,77.091176,"Manan Nath reported an incident of Molestation that occurred near Bobal, Yadgir. Details recorded and investigation taken up."
1337,100010001202500017,202500017,2025-11-19,8,1,1,2,3,16,2,1,2025-11-19T02:40:24.341017,2025-11-19T14:40:24.341017,2025-11-19T14:40:24.341017,12.949346,77.612755,"Chaaya Mukherjee reported repeated physical and mental harassment by family members at the residence in Sen Road, Bengaluru Urban."
1338,100040010202500071,202500071,2026-03-20,104,10,1,2,2,11,2,7,2026-03-18T05:40:24.341177,2026-03-20T14:40:24.341177,2026-03-20T14:40:24.341177,15.778591,74.537497,"Faraj Bora reported that a two-wheeler parked near Bandi Chowk, Belagavi was found missing. No witnesses present at the time of the incident."
1339,100300092202400004,202400004,2024-10-03,1063,92,1,2,6,29,1,60,2024-10-03T02:40:24.341314,2024-10-03T14:40:24.341314,2024-10-03T14:40:24.341314,15.304765,76.456086,"Leela Hans reported an incident of Public Nuisance that occurred near Bansal Road, Vijayanagara. Details recorded and investigation taken up."
1340,100050012202600003,202600003,2026-01-27,129,12,1,2,2,11,2,9,2026-01-25T04:40:24.341419,2026-01-27T14:40:24.341419,2026-01-27T14:40:24.341419,15.138855,76.891442,"Girish Nagi reported that a two-wheeler parked near Lad Chowk, Ballari was found missing. No witnesses present at the time of the incident."
1341,100170048202500002,202500002,2025-09-21,555,48,1,1,1,2,1,34,2025-09-21T02:40:24.341634,2025-09-21T14:40:24.341634,2025-09-21T14:40:24.341634,17.917009,77.462634,"Eiravati Muni reported an incident of Attempt to Murder that occurred near Zacharia Zila, Bidar. Details recorded and investigation taken up."
1342,400040010202600001,202600001,2026-04-10,110,10,4,2,5,24,2,8,2026-04-10T02:40:24.341769,2026-04-10T14:40:24.341769,2026-04-10T14:40:24.341769,15.826026,74.522612,"Naveen Baral reported an incident of Possession that occurred near Varkey Ganj, Belagavi. Details recorded and investigation taken up."
1343,800120032202500002,202500002,2025-12-18,365,32,3,2,5,25,4,24,2025-12-17T00:40:24.341858,2025-12-18T14:40:24.341858,2025-12-18T14:40:24.341858,12.946453,76.064684,"Max Ramanathan reported an incident of Trafficking that occurred near Dugar Path, Hassan. Details recorded and investigation taken up."
1344,100160043202400005,202400005,2024-11-13,502,43,1,2,6,29,2,32,2024-11-13T03:40:24.341951,2024-11-13T14:40:24.341951,2024-11-13T14:40:24.341951,16.182972,77.357277,"Warjas Oommen reported an incident of Public Nuisance that occurred near Deo Marg, Raichur. Details recorded and investigation taken up."
1345,100060017202500006,202500006,2025-08-08,190,17,1,2,4,23,1,11,2025-08-06T14:40:24.342043,2025-08-08T14:40:24.342043,2025-08-08T14:40:24.342043,16.897274,75.78115,"Yahvi Tripathi reported an incident of OTP Fraud that occurred near Sankaran Nagar, Vijayapura. Details recorded and investigation taken up."
1346,100040009202400036,202400036,2024-12-15,99,9,1,2,6,28,3,8,2024-12-13T16:40:24.342301,2024-12-15T14:40:24.342301,2024-12-15T14:40:24.342301,15.844207,74.564819,"Kritika Chaudhry reported an incident of Unlawful Assembly that occurred near Nayak Zila, Belagavi. Details recorded and investigation taken up."
1347,100030006202500009,202500009,2025-07-19,66,6,1,2,5,26,2,6,2025-07-19T13:40:24.342444,2025-07-19T14:40:24.342444,2025-07-19T14:40:24.342444,12.285109,76.584449,"Neha Bali reported an incident of Cultivation that occurred near Sha Road, Mysuru. Details recorded and investigation taken up."
1348,100040011202500058,202500058,2025-03-15,115,11,1,2,6,27,6,7,2025-03-14T20:40:24.342529,2025-03-15T14:40:24.342529,2025-03-15T14:40:24.342529,15.778202,74.483382,"Upkaar Singhal reported an incident of Rioting that occurred near Soni Nagar, Belagavi. Details recorded and investigation taken up."
1349,100040010202600039,202600039,2026-07-10,104,10,1,2,5,26,4,7,2026-07-07T23:40:24.342661,2026-07-10T14:40:24.342661,2026-07-10T14:40:24.342661,15.860986,74.506709,"Laksh Hegde reported an incident of Cultivation that occurred near Sawhney Zila, Belagavi. Details recorded and investigation taken up."
1350,100030006202500010,202500010,2025-03-15,70,6,1,2,3,14,1,5,2025-03-14T04:40:24.342735,2025-03-15T14:40:24.342735,2025-03-15T14:40:24.342735,12.367727,76.616434,Harinakshi Kohli alleged continuous harassment for additional dowry by spouse and in-laws since marriage.
1351,100040011202500059,202500059,2026-05-24,119,11,1,2,2,11,1,8,2026-05-22T19:40:24.342901,2026-05-24T14:40:24.342901,2026-05-24T14:40:24.342901,15.917517,74.462236,"Agastya Devi reported that a two-wheeler parked near Borah Marg, Belagavi was found missing. No witnesses present at the time of the incident."
1352,100040011202500060,202500060,2026-02-18,114,11,1,2,2,11,1,7,2026-02-16T13:40:24.343040,2026-02-18T14:40:24.343040,2026-02-18T14:40:24.343040,15.883018,74.448183,"Maya Khalsa reported that a two-wheeler parked near Randhawa Nagar, Belagavi was found missing. No witnesses present at the time of the incident."
1353,100030008202600006,202600006,2026-05-03,87,8,1,2,5,26,2,6,2026-05-01T12:40:24.343157,2026-05-03T14:40:24.343157,2026-05-03T14:40:24.343157,12.35554,76.611825,"Abhiram Dara reported an incident of Cultivation that occurred near Kalita Nagar, Mysuru. Details recorded and investigation taken up."
1354,100040010202500072,202500072,2026-07-04,103,10,1,2,2,11,1,8,2026-07-03T03:40:24.343336,2026-07-04T14:40:24.343336,2026-07-04T14:40:24.343336,15.896177,74.463625,"Ryan Sharma reported that a two-wheeler parked near Sibal Path, Belagavi was found missing. No witnesses present at the time of the incident."
1355,100120032202400002,202400002,2024-11-07,364,32,1,2,4,22,2,24,2024-11-05T13:40:24.343424,2024-11-07T14:40:24.343424,2024-11-07T14:40:24.343424,12.989313,76.084868,"Qushi Bassi reported an incident of Social Media Impersonation that occurred near Sheth Street, Hassan. Details recorded and investigation taken up."
1356,100100027202400003,202400003,2024-10-14,301,27,1,2,1,3,5,19,2024-10-13T13:40:24.343564,2024-10-14T14:40:24.343564,2024-10-14T14:40:24.343564,17.36781,76.90012,"Baghyawati Mangal reported an incident of Grievous Hurt that occurred near Kar Path, Kalaburagi. Details recorded and investigation taken up."
1357,100110029202600004,202600004,2026-03-31,322,29,1,2,6,27,2,22,2026-03-29T14:40:24.343750,2026-03-31T14:40:24.343750,2026-03-31T14:40:24.343750,15.469665,75.057545,"Manthan Dasgupta reported an incident of Rioting that occurred near Talwar Chowk, Dharwad. Details recorded and investigation taken up."
1358,100090023202600002,202600002,2026-03-15,255,23,1,2,2,10,1,17,2026-03-14T05:40:24.343974,2026-03-15T14:40:24.343974,2026-03-15T14:40:24.343974,12.896066,74.862495,"Saumya Dube reported an incident of Burglary that occurred near Ravi Marg, Dakshina Kannada. Details recorded and investigation taken up."
1359,100030006202600006,202600006,2026-01-10,70,6,1,2,2,11,1,6,2026-01-10T04:40:24.344089,2026-01-10T14:40:24.344089,2026-01-10T14:40:24.344089,12.225813,76.622683,"Avi Bobal reported that a two-wheeler parked near Issac Path, Mysuru was found missing. No witnesses present at the time of the incident."
1360,100240073202500002,202500002,2025-02-13,845,73,1,2,1,4,4,48,2025-02-11T20:40:24.344208,2025-02-13T14:40:24.344208,2025-02-13T14:40:24.344208,16.150004,75.60329,"Chatura Palan reported an incident of Kidnapping that occurred near Sarraf Circle, Bagalkote. Details recorded and investigation taken up."
1361,100040009202500051,202500051,2026-05-18,99,9,1,2,2,11,4,8,2026-05-16T11:40:24.344311,2026-05-18T14:40:24.344311,2026-05-18T14:40:24.344311,15.885537,74.525066,"Shaurya Korpal reported that a two-wheeler parked near Narain, Belagavi was found missing. No witnesses present at the time of the incident."
1362,300250075202500001,202500001,2025-07-17,880,75,2,2,3,18,4,50,2025-07-14T14:40:24.344433,2025-07-17T14:40:24.344433,2025-07-17T14:40:24.344433,13.365408,77.667177,"Tanay Chatterjee reported an incident of Cruelty by Husband/Relatives that occurred near Sibal Path, Chikkaballapura. Details recorded and investigation taken up."
1363,100140038202600004,202600004,2026-06-14,438,38,1,2,2,13,2,27,2026-06-13T20:40:24.344582,2026-06-14T14:40:24.344582,2026-06-14T14:40:24.344582,13.277197,75.715733,"Tanish Sanghvi reported an incident of Cheating that occurred near Rama Path, Chikkamagaluru. Details recorded and investigation taken up."
1364,800050014202500002,202500002,2025-08-27,155,14,3,2,1,6,1,10,2025-08-26T01:40:24.344683,2025-08-27T14:40:24.344683,2025-08-27T14:40:24.344683,15.109827,76.989299,"Meghana Amble reported an incident of Culpable Homicide that occurred near Sidhu Path, Ballari. Details recorded and investigation taken up."
1365,100040011202600020,202600020,2026-03-02,118,11,1,2,2,11,5,7,2026-03-01T04:40:24.344815,2026-03-02T14:40:24.344815,2026-03-02T14:40:24.344815,15.876035,74.500027,"Quincy Gade reported that a two-wheeler parked near Parsa Nagar, Belagavi was found missing. No witnesses present at the time of the incident."
1366,100040010202500073,202500073,2025-05-04,107,10,1,2,4,21,1,7,2025-05-02T23:40:24.344927,2025-05-04T14:40:24.344927,2025-05-04T14:40:24.344927,15.890573,74.493275,"Nidhi Mann reported receiving repeated unwanted messages and threats via social media from an unknown profile, causing distress."
1367,100040011202400028,202400028,2026-06-03,118,11,1,2,2,11,1,8,2026-06-02T15:40:24.345065,2026-06-03T14:40:24.345065,2026-06-03T14:40:24.345065,15.829834,74.507271,"Krisha Grover reported that a two-wheeler parked near Gandhi Road, Belagavi was found missing. No witnesses present at the time of the incident."
1368,100290090202400006,202400006,2024-11-27,1040,90,1,2,5,26,4,58,2024-11-25T15:40:24.345166,2024-11-27T14:40:24.345166,2024-11-27T14:40:24.345166,16.762195,77.101343,"Lohit Batra reported an incident of Cultivation that occurred near Khare Street, Yadgir. Details recorded and investigation taken up."
1369,100250078202500003,202500003,2025-04-27,915,78,1,2,5,25,3,49,2025-04-27T04:40:24.345235,2025-04-27T14:40:24.345235,2025-04-27T14:40:24.345235,13.420074,77.719102,"Anthony Chandra reported an incident of Trafficking that occurred near Acharya Road, Chikkaballapura. Details recorded and investigation taken up."
1370,100040010202600040,202600040,2026-07-11,103,10,1,2,5,24,5,8,2026-07-11T02:40:24.345391,2026-07-11T14:40:24.345391,2026-07-11T14:40:24.345391,15.781672,74.459589,"Manthan Andra reported an incident of Possession that occurred near Narula Chowk, Belagavi. Details recorded and investigation taken up."
1371,100020003202500004,202500004,2025-08-17,39,3,1,2,3,17,1,4,2025-08-15T19:40:24.345470,2025-08-17T14:40:24.345470,2025-08-17T14:40:24.345470,13.334438,77.581295,"Hema Date reported an incident of Sexual Harassment that occurred near Bhandari Marg, Bengaluru Rural. Details recorded and investigation taken up."
1372,100130033202600003,202600003,2026-03-03,373,33,1,1,2,9,1,25,2026-03-01T07:40:24.345596,2026-03-03T14:40:24.345596,2026-03-03T14:40:24.345596,12.56959,76.902381,"Ayushman Aggarwal reported an incident of Dacoity that occurred near Mane Marg, Mandya. Details recorded and investigation taken up."
1373,100040010202600041,202600041,2026-05-02,103,10,1,2,2,11,1,7,2026-05-02T08:40:24.345693,2026-05-02T14:40:24.345693,2026-05-02T14:40:24.345693,15.872679,74.530153,"Rachana Dora reported that a two-wheeler parked near Tailor Street, Belagavi was found missing. No witnesses present at the time of the incident."
1374,100040011202500061,202500061,2025-08-14,120,11,1,2,4,23,1,8,2025-08-12T05:40:24.345853,2025-08-14T14:40:24.345853,2025-08-14T14:40:24.345853,15.851246,74.547843,"Sarthak Pathak reported an incident of OTP Fraud that occurred near Khanna Nagar, Belagavi. Details recorded and investigation taken up."
1375,100040011202500062,202500062,2025-10-28,116,11,1,2,6,27,5,7,2025-10-26T01:40:24.345956,2025-10-28T14:40:24.345956,2025-10-28T14:40:24.345956,15.786039,74.543329,"Krishna Mani reported an incident of Rioting that occurred near Barad Zila, Belagavi. Details recorded and investigation taken up."
1376,100040010202400030,202400030,2024-08-21,105,10,1,2,2,7,7,7,2024-08-21T04:40:24.346078,2024-08-21T14:40:24.346078,2024-08-21T14:40:24.346078,15.858759,74.538858,"Yashawini Ganesh reported that valuables including cash and jewellery were stolen from the premises at Setty Marg, Belagavi while the house was unattended."
1377,100040011202600021,202600021,2026-05-27,113,11,1,2,2,10,2,7,2026-05-27T08:40:24.346250,2026-05-27T14:40:24.346250,2026-05-27T14:40:24.346250,15.862798,74.567022,"Ekavir Mandal reported an incident of Burglary that occurred near Sem, Belagavi. Details recorded and investigation taken up."
1378,400080020202500001,202500001,2025-01-20,217,20,4,2,2,7,4,15,2025-01-20T09:40:24.346392,2025-01-20T14:40:24.346392,2025-01-20T14:40:24.346392,13.921141,75.619308,"Bakhshi Murty reported that valuables including cash and jewellery were stolen from the premises at Atwal Path, Shivamogga while the house was unattended."
1379,400090024202600001,202600001,2026-03-14,269,24,4,2,1,4,5,18,2026-03-12T12:40:24.346523,2026-03-14T14:40:24.346523,2026-03-14T14:40:24.346523,12.867957,74.839343,"Aarini Raj reported an incident of Kidnapping that occurred near De Zila, Dakshina Kannada. Details recorded and investigation taken up."
1380,100300091202500009,202500009,2025-12-03,1055,91,1,2,6,29,4,60,2025-12-03T01:40:24.346752,2025-12-03T14:40:24.346752,2025-12-03T14:40:24.346752,15.273828,76.429418,"Daksha Tank reported an incident of Public Nuisance that occurred near Gera Road, Vijayanagara. Details recorded and investigation taken up."
1381,100040009202400037,202400037,2026-03-06,95,9,1,2,2,11,1,7,2026-03-05T18:40:24.346853,2026-03-06T14:40:24.346853,2026-03-06T14:40:24.346853,15.840898,74.445913,"Yochana Thaker reported that a two-wheeler parked near Dhaliwal Circle, Belagavi was found missing. No witnesses present at the time of the incident."
1382,100040010202500074,202500074,2025-03-04,103,10,1,2,1,6,3,7,2025-03-02T01:40:24.347003,2025-03-04T14:40:24.347003,2025-03-04T14:40:24.347003,15.901316,74.528454,"Aadhya Pingle reported an incident of Culpable Homicide that occurred near Mohan Marg, Belagavi. Details recorded and investigation taken up."
1383,800250076202400001,202400001,2024-09-22,888,76,3,2,5,24,4,49,2024-09-21T07:40:24.347097,2024-09-22T14:40:24.347097,2024-09-22T14:40:24.347097,13.500749,77.752185,"Sachi Luthra reported an incident of Possession that occurred near Ram, Chikkaballapura. Details recorded and investigation taken up."
1384,100040009202400038,202400038,2024-12-22,94,9,1,2,3,14,6,8,2024-12-20T12:40:24.347245,2024-12-22T14:40:24.347245,2024-12-22T14:40:24.347245,15.820988,74.528438,Lohit Sahni alleged continuous harassment for additional dowry by spouse and in-laws since marriage.
1385,100280086202500004,202500004,2025-03-26,1003,86,1,2,6,29,4,56,2025-03-24T22:40:24.347346,2025-03-26T14:40:24.347346,2025-03-26T14:40:24.347346,12.736576,77.212047,"Eiravati Sengupta reported an incident of Public Nuisance that occurred near Ray Circle, Ramanagara. Details recorded and investigation taken up."
1386,100180050202600002,202600002,2026-02-23,573,50,1,2,3,16,6,36,2026-02-21T18:40:24.347435,2026-02-23T14:40:24.347435,2026-02-23T14:40:24.347435,13.181275,78.082098,"Wakeeta Pandey reported repeated physical and mental harassment by family members at the residence in Gera Zila, Kolar."
1387,100050014202600002,202600002,2026-05-17,150,14,1,2,6,27,6,10,2026-05-16T18:40:24.347574,2026-05-17T14:40:24.347574,2026-05-17T14:40:24.347574,15.171987,76.874686,"Geetika Verma reported an incident of Rioting that occurred near Wali Marg, Ballari. Details recorded and investigation taken up."
1388,800040011202400004,202400004,2024-09-07,118,11,3,2,6,27,2,8,2024-09-04T19:40:24.347693,2024-09-07T14:40:24.347693,2024-09-07T14:40:24.347693,15.811678,74.535816,"Ira Kumer reported an incident of Rioting that occurred near Chhabra Path, Belagavi. Details recorded and investigation taken up."
1389,100300091202400004,202400004,2024-12-21,1053,91,1,1,1,1,1,60,2024-12-20T11:40:24.347954,2024-12-21T14:40:24.347954,2024-12-21T14:40:24.347954,15.241093,76.46722,"On the reported date, Eesha Singhal informed the police station that the victim was found dead with injuries near Bhatt Nagar, Vijayanagara. Investigation initiated to determine cause and identify assailants."
1390,100040010202500075,202500075,2026-02-12,108,10,1,2,2,11,1,8,2026-02-12T08:40:24.348124,2026-02-12T14:40:24.348124,2026-02-12T14:40:24.348124,15.845461,74.432711,"Udant Balasubramanian reported that a two-wheeler parked near Mall, Belagavi was found missing. No witnesses present at the time of the incident."
1391,100040010202500076,202500076,2025-04-16,107,10,1,2,4,20,4,7,2025-04-14T01:40:24.348363,2025-04-16T14:40:24.348363,2025-04-16T14:40:24.348363,15.869206,74.556989,"Amruta Choudhary reported an incident of Identity Theft that occurred near Patil Ganj, Belagavi. Details recorded and investigation taken up."
1392,800290090202400002,202400002,2024-10-12,1042,90,3,2,6,27,1,58,2024-10-11T19:40:24.348505,2024-10-12T14:40:24.348505,2024-10-12T14:40:24.348505,16.731414,77.10262,"Krishna Swamy reported an incident of Rioting that occurred near Upadhyay Road, Yadgir. Details recorded and investigation taken up."
1393,100040009202600027,202600027,2026-04-10,94,9,1,2,5,24,2,8,2026-04-10T03:40:24.348651,2026-04-10T14:40:24.348651,2026-04-10T14:40:24.348651,15.810328,74.469363,"Chakradev Dey reported an incident of Possession that occurred near Agarwal Marg, Belagavi. Details recorded and investigation taken up."
1394,100050014202500004,202500004,2025-10-08,144,14,1,2,5,25,2,10,2025-10-05T18:40:24.348757,2025-10-08T14:40:24.348757,2025-10-08T14:40:24.348757,15.131716,76.86438,"Irya Wali reported an incident of Trafficking that occurred near Dey, Ballari. Details recorded and investigation taken up."
1395,100080021202500010,202500010,2025-12-02,230,21,1,1,2,8,1,15,2025-11-29T21:40:24.348934,2025-12-02T14:40:24.348934,2025-12-02T14:40:24.348934,13.915267,75.51442,"Triveni Patil was waylaid near Pau, Shivamogga by unidentified persons who threatened with a weapon and fled with cash and mobile phone."
1396,800100027202400002,202400002,2024-08-14,303,27,3,2,5,26,1,19,2024-08-11T20:40:24.349085,2024-08-14T14:40:24.349085,2024-08-14T14:40:24.349085,17.329682,76.892663,"Yoshita Malhotra reported an incident of Cultivation that occurred near Salvi Zila, Kalaburagi. Details recorded and investigation taken up."
1397,100130035202600004,202600004,2026-06-18,393,35,1,2,6,28,2,26,2026-06-18T12:40:24.349222,2026-06-18T14:40:24.349222,2026-06-18T14:40:24.349222,12.521923,76.903141,"Krisha Mammen reported an incident of Unlawful Assembly that occurred near Sharaf Street, Mandya. Details recorded and investigation taken up."
1398,100140038202500005,202500005,2025-01-09,434,38,1,2,3,14,4,28,2025-01-06T23:40:24.349335,2025-01-09T14:40:24.349335,2025-01-09T14:40:24.349335,13.331512,75.760363,Aarnav Rajagopalan alleged continuous harassment for additional dowry by spouse and in-laws since marriage.
1399,100100027202500005,202500005,2025-08-11,301,27,1,2,4,23,1,19,2025-08-08T18:40:24.349480,2025-08-11T14:40:24.349480,2025-08-11T14:40:24.349480,17.263097,76.864224,"Oeshi Bajaj reported an incident of OTP Fraud that occurred near Dua Marg, Kalaburagi. Details recorded and investigation taken up."
1400,100010001202500018,202500018,2025-11-03,3,1,1,2,6,27,4,1,2025-11-02T20:40:24.349668,2025-11-03T14:40:24.349668,2025-11-03T14:40:24.349668,12.930848,77.605794,"Max Garg reported an incident of Rioting that occurred near Sinha Ganj, Bengaluru Urban. Details recorded and investigation taken up."
1401,100220065202600004,202600004,2026-04-12,758,65,1,2,6,27,3,43,2026-04-10T23:40:24.349792,2026-04-12T14:40:24.349792,2026-04-12T14:40:24.349792,15.447215,75.633857,"Avni Shukla reported an incident of Rioting that occurred near Naidu Chowk, Gadag. Details recorded and investigation taken up."
1402,100220065202600005,202600005,2026-05-19,757,65,1,2,3,14,6,43,2026-05-16T14:40:24.349874,2026-05-19T14:40:24.349874,2026-05-19T14:40:24.349874,15.479986,75.683301,Watika Murthy alleged continuous harassment for additional dowry by spouse and in-laws since marriage.
1403,100040011202600022,202600022,2026-01-26,119,11,1,2,2,11,4,8,2026-01-26T08:40:24.350037,2026-01-26T14:40:24.350037,2026-01-26T14:40:24.350037,15.888952,74.509708,"Kala Uppal reported that a two-wheeler parked near Ramakrishnan, Belagavi was found missing. No witnesses present at the time of the incident."
1404,100040009202500052,202500052,2025-06-07,99,9,1,2,3,16,4,7,2025-06-06T21:40:24.350117,2025-06-07T14:40:24.350117,2025-06-07T14:40:24.350117,15.823648,74.487868,"Yauvani Savant reported repeated physical and mental harassment by family members at the residence in Jha Marg, Belagavi."
1405,100100027202400004,202400004,2024-12-12,302,27,1,2,3,15,1,20,2024-12-11T11:40:24.350233,2024-12-12T14:40:24.350233,2024-12-12T14:40:24.350233,17.290107,76.840704,"Pranit Contractor reported an incident of Molestation that occurred near Bala, Kalaburagi. Details recorded and investigation taken up."
1406,100040009202500053,202500053,2025-01-07,98,9,1,2,6,29,5,7,2025-01-06T05:40:24.350335,2025-01-07T14:40:24.350335,2025-01-07T14:40:24.350335,15.861798,74.493493,"Avi Suresh reported an incident of Public Nuisance that occurred near Ratti Nagar, Belagavi. Details recorded and investigation taken up."
1407,100030008202400006,202400006,2024-11-21,88,8,1,2,3,15,1,5,2024-11-19T19:40:24.350417,2024-11-21T14:40:24.350417,2024-11-21T14:40:24.350417,12.244002,76.65895,"Suhani Deo reported an incident of Molestation that occurred near Srivastava Ganj, Mysuru. Details recorded and investigation taken up."
1408,100230069202400004,202400004,2024-10-05,798,69,1,2,2,7,1,46,2024-10-04T12:40:24.350627,2024-10-05T14:40:24.350627,2024-10-05T14:40:24.350627,15.392893,76.19985,"Triveni Vaidya reported that valuables including cash and jewellery were stolen from the premises at Sachdev, Koppal while the house was unattended."
1409,100190055202500006,202500006,2025-08-28,646,55,1,1,2,8,2,38,2025-08-27T23:40:24.350806,2025-08-28T14:40:24.350806,2025-08-28T14:40:24.350806,14.223862,76.342941,"Ekantika Narayan was waylaid near Basak Path, Chitradurga by unidentified persons who threatened with a weapon and fled with cash and mobile phone."
1410,100160042202600002,202600002,2026-05-15,491,42,1,2,4,23,6,32,2026-05-13T14:40:24.350952,2026-05-15T14:40:24.350952,2026-05-15T14:40:24.350952,16.19075,77.372746,"Ati Lall reported an incident of OTP Fraud that occurred near Mukhopadhyay Nagar, Raichur. Details recorded and investigation taken up."
1411,100150040202500007,202500007,2025-06-06,462,40,1,1,1,2,5,29,2025-06-05T21:40:24.351051,2025-06-06T14:40:24.351051,2025-06-06T14:40:24.351051,13.36414,74.797078,"Devansh Morar reported an incident of Attempt to Murder that occurred near Behl Chowk, Udupi. Details recorded and investigation taken up."
